policy,exposure,num_claims,amt_claims,f_primary_age_tier,f_primary_gender,f_marital,f_residence_location,f_fire_alarm_type,f_mile_fire_station,f_aoi_tier
G00277,0.75,0,0.00,< 21,Female,Not Married,Suburban,None,< 1 mile,351K - 600K
P00278,1,0,0.00,21 - 27,Female,Not Married,Suburban,None,< 1 mile,601K - 1M
G00279,1,0,0.00,28 - 37,Female,Un-Married,Urban,None,< 1 mile,351K - 600K
G00280,1,0,0.00,21 - 27,Female,Un-Married,Suburban,None,< 1 mile,100K - 350K
Z00281,0.53,1,841.73,38 - 60,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z00282,0.24,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P00283,1,0,0.00,< 21,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
P00284,1,0,0.00,38 - 60,Female,Un-Married,Urban,None,< 1 mile,100K - 350K
G00285,0.59,0,0.00,28 - 37,Male,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z00286,1,0,0.00,38 - 60,Female,Not Married,Urban,Alarm Service,< 1 mile,< 100K
G00287,1,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
G00288,0.42,1,634.63,28 - 37,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
Z00289,1,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
A00290,0.98,2,"1,478.56",21 - 27,Male,Married,Rural,None,6 - 10 miles,601K - 1M
Z00291,1,2,"1,655.45",28 - 37,Female,Not Married,Urban,None,1 - 5 miles,> 1M
G00292,1,0,0.00,21 - 27,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A00293,0.75,1,"4,936.37",> 60,Male,Married,Urban,None,1 - 5 miles,100K - 350K
A00294,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
Z00295,1,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
P00296,1,1,"2,691.91",> 60,Male,Not Married,Rural,Standalone,> 10 miles,351K - 600K
P00297,1,3,"4,806.08",< 21,Male,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
P00298,1,0,0.00,21 - 27,Female,Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
Z00299,1,0,0.00,21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,< 100K
Z00300,0.42,0,0.00,21 - 27,Female,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
A00301,1,0,0.00,21 - 27,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G00302,1,0,0.00,21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
P00303,1,0,0.00,38 - 60,Male,Married,Rural,Alarm Service,6 - 10 miles,> 1M
G00304,1,1,"1,439.81",28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z00305,1,0,0.00,38 - 60,Female,Un-Married,Suburban,None,< 1 mile,351K - 600K
G00306,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
A00307,0.64,0,0.00,28 - 37,Male,Un-Married,Rural,None,> 10 miles,351K - 600K
A00308,1,1,"1,656.14",21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
G00309,1,2,"6,964.84",21 - 27,Female,Married,Suburban,Alarm Service,6 - 10 miles,100K - 350K
G00310,1,2,"3,518.17",28 - 37,Male,Not Married,Urban,Standalone,1 - 5 miles,< 100K
G00311,1,0,0.00,21 - 27,Female,Not Married,Urban,Standalone,1 - 5 miles,351K - 600K
G00312,0.63,0,0.00,21 - 27,Male,Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
Z00313,1,1,"1,281.91",> 60,Female,Married,Suburban,Standalone,< 1 mile,601K - 1M
Z00314,0.36,2,"2,243.42",21 - 27,Female,Not Married,Rural,None,1 - 5 miles,100K - 350K
A00315,1,0,0.00,28 - 37,Female,Married,Rural,Alarm Service,> 10 miles,351K - 600K
P00316,1,1,"1,543.45",28 - 37,Female,Un-Married,Urban,Standalone,1 - 5 miles,601K - 1M
Z00317,1,1,"1,752.65",> 60,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
G00318,1,0,0.00,21 - 27,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
G00319,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
A00320,1,0,0.00,28 - 37,Female,Married,Urban,None,< 1 mile,> 1M
G00321,1,3,"4,069.98",28 - 37,Female,Un-Married,Rural,None,6 - 10 miles,351K - 600K
G00322,1,1,"1,436.44",< 21,Female,Un-Married,Urban,Standalone,1 - 5 miles,100K - 350K
G00323,1,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,< 100K
P00324,1,2,"3,135.36",38 - 60,Female,Un-Married,Suburban,None,< 1 mile,351K - 600K
A00325,1,0,0.00,38 - 60,Male,Un-Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
P00326,0.45,1,947.70,21 - 27,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
A00327,1,1,"2,020.13",21 - 27,Male,Un-Married,Urban,Standalone,1 - 5 miles,601K - 1M
A00328,0.29,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z00329,1,1,660.94,28 - 37,Female,Un-Married,Urban,None,< 1 mile,601K - 1M
G00330,1,1,719.91,28 - 37,Male,Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
A00331,1,0,0.00,28 - 37,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
P00332,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A00333,1,1,"3,617.12",38 - 60,Male,Married,Suburban,None,< 1 mile,351K - 600K
G00334,1,1,"1,262.99",28 - 37,Female,Married,Rural,Alarm Service,> 10 miles,351K - 600K
Z00335,1,1,592.28,28 - 37,Female,Un-Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
P00336,1,2,"3,235.86",< 21,Female,Un-Married,Rural,None,> 10 miles,351K - 600K
A00337,1,1,464.79,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
Z00338,1,0,0.00,< 21,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
G00339,1,1,"1,448.34",21 - 27,Male,Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
Z00340,0.93,1,564.42,38 - 60,Male,Married,Rural,Standalone,> 10 miles,351K - 600K
A00341,0.3,0,0.00,38 - 60,Male,Not Married,Urban,Alarm Service,6 - 10 miles,100K - 350K
Z00342,1,2,"3,810.08",28 - 37,Male,Married,Suburban,None,< 1 mile,351K - 600K
A00343,0.59,0,0.00,38 - 60,Female,Not Married,Suburban,Standalone,1 - 5 miles,351K - 600K
G00344,1,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P00345,1,0,0.00,< 21,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A00346,0.53,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
A00347,1,1,372.86,< 21,Male,Married,Urban,None,< 1 mile,601K - 1M
A00348,1,0,0.00,< 21,Female,Married,Urban,None,< 1 mile,351K - 600K
P00349,1,1,750.20,21 - 27,Female,Un-Married,Urban,None,1 - 5 miles,> 1M
G00350,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
A00351,1,1,"1,352.30",< 21,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
Z00352,1,1,901.02,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
P00353,1,2,"2,169.57",28 - 37,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
P00354,0.67,0,0.00,< 21,Male,Married,Urban,None,< 1 mile,351K - 600K
A00355,1,1,"3,561.12",< 21,Female,Married,Rural,Standalone,6 - 10 miles,100K - 350K
Z00356,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,1 - 5 miles,> 1M
P00357,1,0,0.00,< 21,Female,Un-Married,Urban,None,< 1 mile,< 100K
P00358,1,0,0.00,28 - 37,Female,Un-Married,Rural,Alarm Service,> 10 miles,100K - 350K
A00359,1,0,0.00,> 60,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
P00360,1,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G00361,1,0,0.00,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
Z00362,0.65,0,0.00,28 - 37,Male,Married,Rural,Standalone,1 - 5 miles,> 1M
Z00363,1,2,909.45,38 - 60,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z00364,1,0,0.00,28 - 37,Male,Un-Married,Urban,None,1 - 5 miles,< 100K
G00365,1,2,"2,380.93",> 60,Male,Not Married,Rural,Standalone,> 10 miles,< 100K
P00366,1,2,"1,910.44",28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
P00367,0.63,1,"1,713.45",38 - 60,Female,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
G00368,1,1,975.64,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G00369,1,1,"1,939.01",< 21,Male,Un-Married,Urban,Standalone,1 - 5 miles,601K - 1M
P00370,1,2,"1,597.27",21 - 27,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A00371,1,1,"1,134.88",28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G00372,1,2,"4,776.30",21 - 27,Male,Married,Urban,Standalone,1 - 5 miles,351K - 600K
Z00373,0.64,2,"1,679.60",21 - 27,Female,Married,Suburban,None,< 1 mile,100K - 350K
G00374,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
A00375,0.74,0,0.00,38 - 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
P00376,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
A00377,1,0,0.00,38 - 60,Female,Un-Married,Suburban,Alarm Service,1 - 5 miles,> 1M
A00378,1,1,"5,113.24",38 - 60,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
G00379,0.77,0,0.00,38 - 60,Female,Un-Married,Urban,None,< 1 mile,351K - 600K
A00380,1,2,"2,314.39",< 21,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,> 1M
G00381,1,3,"2,031.08",28 - 37,Male,Un-Married,Urban,Standalone,1 - 5 miles,601K - 1M
G00382,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A00383,0.98,0,0.00,> 60,Female,Un-Married,Urban,Alarm Service,< 1 mile,< 100K
A00384,0.77,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
A00385,1,2,"2,610.34",38 - 60,Female,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
A00386,1,1,"1,140.36",21 - 27,Female,Married,Suburban,None,1 - 5 miles,< 100K
Z00387,1,1,"2,220.16",28 - 37,Female,Not Married,Suburban,Alarm Service,< 1 mile,< 100K
A00388,1,0,0.00,38 - 60,Male,Not Married,Suburban,None,< 1 mile,100K - 350K
A00389,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G00390,1,1,487.36,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z00391,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z00392,1,0,0.00,< 21,Male,Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
Z00393,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,1 - 5 miles,< 100K
Z00394,1,0,0.00,21 - 27,Male,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A00395,1,0,0.00,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,601K - 1M
Z00396,1,0,0.00,> 60,Female,Married,Urban,Alarm Service,6 - 10 miles,351K - 600K
G00397,1,0,0.00,< 21,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
Z00398,1,0,0.00,> 60,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
G00399,0.66,1,745.12,< 21,Female,Not Married,Suburban,Alarm Service,< 1 mile,< 100K
A00400,1,1,727.34,21 - 27,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
A00401,1,1,454.51,38 - 60,Male,Not Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
Z00402,0.06,0,0.00,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,100K - 350K
G00403,1,1,"2,670.30",28 - 37,Female,Un-Married,Rural,Standalone,1 - 5 miles,601K - 1M
A00404,0.41,0,0.00,< 21,Male,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
G00405,1,0,0.00,< 21,Female,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
G00406,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
G00407,0.68,1,599.33,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
A00408,0.75,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G00409,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
P00410,1,0,0.00,28 - 37,Male,Un-Married,Urban,None,< 1 mile,> 1M
P00411,1,1,809.51,38 - 60,Female,Un-Married,Urban,None,< 1 mile,< 100K
G00412,1,1,"1,254.43",< 21,Male,Un-Married,Suburban,Standalone,1 - 5 miles,100K - 350K
Z00413,0.12,0,0.00,28 - 37,Female,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G00414,0.82,0,0.00,< 21,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
G00415,1,0,0.00,38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
A00416,1,1,646.27,< 21,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
Z00417,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,100K - 350K
A00418,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
P00419,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
A00420,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
P00421,1,1,"4,655.17",21 - 27,Female,Married,Rural,Standalone,> 10 miles,601K - 1M
G00422,1,0,0.00,21 - 27,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
P00423,1,0,0.00,21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,601K - 1M
G00424,0.05,2,"1,092.53",28 - 37,Male,Married,Rural,Alarm Service,6 - 10 miles,351K - 600K
P00425,0.26,1,"1,922.84",21 - 27,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
G00426,1,3,"5,844.39",< 21,Male,Un-Married,Rural,None,1 - 5 miles,> 1M
P00427,1,0,0.00,> 60,Male,Married,Suburban,Alarm Service,< 1 mile,> 1M
P00428,0.82,0,0.00,28 - 37,Male,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
G00429,1,2,"5,810.56",21 - 27,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
Z00430,0.1,1,"2,294.33",> 60,Female,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
G00431,1,2,"3,938.19",28 - 37,Female,Married,Rural,None,> 10 miles,351K - 600K
A00432,1,0,0.00,28 - 37,Female,Un-Married,Rural,None,> 10 miles,601K - 1M
G00433,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
G00434,1,1,"3,062.29",21 - 27,Female,Not Married,Suburban,None,< 1 mile,351K - 600K
P00435,0.31,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
G00436,1,0,0.00,28 - 37,Female,Not Married,Suburban,Alarm Service,< 1 mile,> 1M
Z00437,1,0,0.00,> 60,Female,Married,Rural,Alarm Service,6 - 10 miles,100K - 350K
A00438,1,0,0.00,> 60,Male,Married,Rural,None,1 - 5 miles,100K - 350K
G00439,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
G00440,1,1,"1,435.80",28 - 37,Female,Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
P00441,1,0,0.00,> 60,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
G00442,1,1,476.60,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
P00443,1,0,0.00,< 21,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
Z00444,0.29,1,362.84,< 21,Male,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
Z00445,0.98,1,671.66,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P00446,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,6 - 10 miles,351K - 600K
Z00447,0.93,0,0.00,21 - 27,Female,Married,Suburban,Alarm Service,< 1 mile,< 100K
A00448,1,2,"5,811.94",28 - 37,Female,Un-Married,Suburban,None,< 1 mile,601K - 1M
Z00449,1,0,0.00,21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
A00450,1,1,"1,149.72",> 60,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
A00451,1,0,0.00,< 21,Female,Not Married,Rural,Standalone,1 - 5 miles,351K - 600K
A00452,1,0,0.00,38 - 60,Female,Not Married,Urban,Alarm Service,< 1 mile,601K - 1M
P00453,1,1,"1,813.02",28 - 37,Male,Married,Suburban,None,1 - 5 miles,100K - 350K
Z00454,1,1,151.53,> 60,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
G00455,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
G00456,1,1,986.94,< 21,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
P00457,1,0,0.00,38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,100K - 350K
Z00458,1,0,0.00,28 - 37,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z00459,1,0,0.00,38 - 60,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
G00460,1,0,0.00,21 - 27,Male,Not Married,Suburban,None,< 1 mile,100K - 350K
G00461,0.06,0,0.00,28 - 37,Female,Married,Urban,None,< 1 mile,351K - 600K
Z00462,1,0,0.00,> 60,Male,Not Married,Urban,Standalone,1 - 5 miles,601K - 1M
P00463,0.1,1,"5,888.01",21 - 27,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
A00464,1,0,0.00,38 - 60,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
A00465,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A00466,1,1,"1,228.01",21 - 27,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P00467,1,1,"2,975.28",21 - 27,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
Z00468,1,0,0.00,38 - 60,Male,Un-Married,Urban,None,< 1 mile,601K - 1M
G00469,0.9,1,933.11,38 - 60,Male,Married,Urban,None,< 1 mile,601K - 1M
G00470,1,1,"3,202.76",28 - 37,Female,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
Z00471,1,0,0.00,38 - 60,Male,Married,Suburban,Alarm Service,< 1 mile,601K - 1M
Z00472,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
P00473,1,0,0.00,21 - 27,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
P00474,1,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
G00475,1,0,0.00,38 - 60,Male,Un-Married,Suburban,Standalone,1 - 5 miles,601K - 1M
P00476,1,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A00477,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
Z00478,1,1,967.71,> 60,Male,Married,Rural,None,> 10 miles,601K - 1M
G00479,1,1,"1,748.87",28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
A00480,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
A00481,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A00482,1,0,0.00,< 21,Male,Married,Urban,Alarm Service,< 1 mile,100K - 350K
A00483,1,0,0.00,21 - 27,Female,Married,Urban,Alarm Service,< 1 mile,601K - 1M
P00484,1,1,"1,457.70",21 - 27,Female,Married,Suburban,Alarm Service,< 1 mile,< 100K
P00485,1,1,393.98,21 - 27,Male,Married,Urban,Standalone,< 1 mile,< 100K
P00486,0.67,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,< 100K
A00487,1,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
G00488,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,1 - 5 miles,100K - 350K
P00489,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
P00490,0.42,1,398.85,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
P00491,1,1,"1,551.76",28 - 37,Female,Not Married,Urban,None,6 - 10 miles,100K - 350K
A00492,0.71,0,0.00,38 - 60,Male,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
G00493,1,1,"2,366.30",28 - 37,Male,Un-Married,Suburban,Standalone,6 - 10 miles,> 1M
A00494,0.29,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
P00495,1,1,"1,603.30",< 21,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z00496,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
G00497,1,0,0.00,21 - 27,Male,Un-Married,Suburban,Alarm Service,< 1 mile,100K - 350K
A00498,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z00499,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,1 - 5 miles,100K - 350K
P00500,1,0,0.00,38 - 60,Female,Un-Married,Rural,Standalone,6 - 10 miles,601K - 1M
P00501,0.25,1,"2,683.25",28 - 37,Female,Married,Suburban,Standalone,1 - 5 miles,601K - 1M
P00502,1,0,0.00,< 21,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z00503,1,1,109.03,28 - 37,Male,Not Married,Urban,None,6 - 10 miles,601K - 1M
Z00504,1,0,0.00,< 21,Female,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
G00505,0.08,1,185.61,> 60,Male,Un-Married,Urban,Standalone,< 1 mile,> 1M
P00506,1,2,"2,492.86",28 - 37,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
G00507,1,1,454.17,21 - 27,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
P00508,1,0,0.00,38 - 60,Male,Married,Urban,None,< 1 mile,100K - 350K
G00509,1,1,"2,467.36",21 - 27,Female,Married,Urban,None,< 1 mile,351K - 600K
A00510,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,1 - 5 miles,601K - 1M
P00511,1,0,0.00,< 21,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
Z00512,1,1,"1,079.37",38 - 60,Male,Not Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
P00513,1,1,"1,942.77",28 - 37,Male,Married,Urban,None,< 1 mile,351K - 600K
P00514,1,0,0.00,38 - 60,Female,Married,Urban,None,< 1 mile,100K - 350K
Z00515,1,0,0.00,38 - 60,Male,Un-Married,Urban,None,< 1 mile,100K - 350K
Z00516,1,1,892.33,21 - 27,Female,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
P00517,1,2,"2,536.50",28 - 37,Male,Married,Rural,Standalone,> 10 miles,> 1M
Z00518,1,1,784.86,28 - 37,Female,Not Married,Urban,Standalone,1 - 5 miles,100K - 350K
A00519,0.11,0,0.00,> 60,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
P00520,0.05,1,122.23,28 - 37,Female,Married,Urban,None,< 1 mile,601K - 1M
G00521,1,0,0.00,< 21,Female,Married,Urban,Standalone,1 - 5 miles,100K - 350K
A00522,0.92,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,601K - 1M
A00523,1,0,0.00,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
Z00524,0.36,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
G00525,1,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z00526,0.38,1,722.87,28 - 37,Female,Un-Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
A00527,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
G00528,0.04,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,6 - 10 miles,100K - 350K
Z00529,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G00530,1,1,"2,699.02",28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
G00531,1,0,0.00,38 - 60,Male,Married,Suburban,None,< 1 mile,601K - 1M
A00532,1,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
A00533,1,0,0.00,28 - 37,Female,Not Married,Urban,Alarm Service,< 1 mile,100K - 350K
Z00534,1,2,"2,436.75",28 - 37,Female,Not Married,Urban,None,< 1 mile,351K - 600K
A00535,1,1,"1,470.71",21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
P00536,1,1,"1,393.60",< 21,Male,Un-Married,Urban,Alarm Service,< 1 mile,> 1M
A00537,1,0,0.00,38 - 60,Male,Married,Rural,None,> 10 miles,100K - 350K
A00538,1,1,"1,514.85",38 - 60,Female,Not Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
G00539,1,1,513.39,21 - 27,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A00540,1,0,0.00,28 - 37,Female,Not Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
A00541,1,1,"1,488.76",28 - 37,Female,Married,Urban,None,< 1 mile,100K - 350K
P00542,1,0,0.00,38 - 60,Female,Not Married,Rural,Standalone,1 - 5 miles,351K - 600K
Z00543,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,1 - 5 miles,601K - 1M
Z00544,0.81,1,163.70,28 - 37,Female,Un-Married,Rural,None,> 10 miles,100K - 350K
P00545,1,0,0.00,21 - 27,Female,Not Married,Suburban,None,1 - 5 miles,351K - 600K
G00546,1,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
P00547,1,0,0.00,38 - 60,Male,Married,Urban,None,< 1 mile,100K - 350K
P00548,1,1,"1,060.95",28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
G00549,1,1,767.72,38 - 60,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
P00550,1,1,"3,061.18",< 21,Female,Married,Urban,None,< 1 mile,100K - 350K
G00551,1,1,"2,425.36",21 - 27,Male,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
A00552,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z00553,1,1,796.10,38 - 60,Female,Un-Married,Urban,None,1 - 5 miles,100K - 350K
A00554,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
