,MSTATUS,TRAVTIME,TIF,CAR_TYPE,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,CLM_COUNT,EXPOSURE
346,Yes,19,4,Sports Car,No,1,13.0,Highly Urban/ Urban,0,1.0
347,Yes,39,1,SUV,No,9,7.0,Highly Urban/ Urban,4,0.621
348,Yes,27,6,Pickup,No,3,1.0,Highly Urban/ Urban,0,0.81
349,No,52,9,Minivan,No,7,1.0,Highly Urban/ Urban,3,0.807
350,No,6,6,Minivan,No,0,,Highly Urban/ Urban,0,1.0
351,Yes,55,1,SUV,No,2,14.0,Highly Urban/ Urban,4,1.0
352,Yes,28,3,Panel Truck,No,2,11.0,Highly Urban/ Urban,0,1.0
353,Yes,30,11,Minivan,No,2,,Highly Urban/ Urban,0,1.0
354,No,45,7,Minivan,No,0,15.0,Highly Urban/ Urban,0,1.0
355,Yes,32,1,Pickup,No,3,1.0,Highly Urban/ Urban,0,1.0
356,No,45,8,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
357,No,17,1,SUV,No,0,7.0,Highly Rural/ Rural,0,0.864
358,Yes,56,6,SUV,Yes,1,11.0,Highly Rural/ Rural,0,1.0
359,Yes,18,6,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
360,Yes,11,7,Pickup,No,0,3.0,Highly Urban/ Urban,3,0.708
361,No,31,1,Minivan,Yes,2,1.0,Highly Urban/ Urban,4,0.888
362,No,16,1,Sports Car,No,0,10.0,Highly Urban/ Urban,3,1.0
363,No,21,10,Minivan,No,0,11.0,Highly Urban/ Urban,0,1.0
364,Yes,5,6,SUV,Yes,0,5.0,Highly Urban/ Urban,0,1.0
365,No,36,6,Minivan,No,4,7.0,Highly Urban/ Urban,0,1.0
366,No,7,4,SUV,No,5,8.0,Highly Urban/ Urban,3,1.0
367,Yes,22,4,Pickup,No,0,10.0,Highly Urban/ Urban,0,1.0
368,Yes,23,6,Sports Car,No,3,1.0,Highly Urban/ Urban,0,1.0
369,Yes,20,10,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
370,Yes,5,4,Van,No,7,1.0,Highly Urban/ Urban,4,0.357
371,Yes,54,7,Sports Car,No,6,6.0,Highly Urban/ Urban,2,1.0
372,No,52,1,Panel Truck,No,6,23.0,Highly Urban/ Urban,0,1.0
373,No,32,17,SUV,No,0,18.0,Highly Urban/ Urban,0,1.0
374,Yes,6,1,Pickup,Yes,0,,Highly Urban/ Urban,2,1.0
375,Yes,56,4,Pickup,No,6,10.0,Highly Urban/ Urban,4,0.231
376,No,37,1,Sports Car,No,5,1.0,Highly Urban/ Urban,3,1.0
377,Yes,38,10,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
378,Yes,37,13,Minivan,No,0,12.0,Highly Urban/ Urban,0,1.0
379,No,51,1,SUV,No,0,13.0,Highly Urban/ Urban,3,0.696
380,Yes,47,3,Minivan,Yes,0,1.0,Highly Rural/ Rural,0,1.0
381,Yes,39,10,Sports Car,No,3,13.0,Highly Urban/ Urban,0,1.0
382,Yes,35,1,Van,No,2,13.0,Highly Urban/ Urban,0,1.0
383,No,17,4,SUV,No,4,15.0,Highly Urban/ Urban,0,1.0
384,No,41,4,SUV,No,1,1.0,Highly Urban/ Urban,3,1.0
385,No,31,6,Sports Car,No,0,,Highly Urban/ Urban,0,0.915
386,Yes,11,6,Sports Car,No,5,14.0,Highly Urban/ Urban,2,0.057
387,Yes,44,1,SUV,No,3,8.0,Highly Urban/ Urban,0,1.0
388,Yes,14,10,Pickup,No,2,9.0,Highly Urban/ Urban,2,1.0
389,Yes,48,10,SUV,No,9,1.0,Highly Urban/ Urban,0,0.429
390,No,41,13,Panel Truck,No,1,13.0,Highly Urban/ Urban,1,0.852
391,Yes,10,1,Sports Car,No,5,6.0,Highly Urban/ Urban,4,1.0
392,Yes,45,13,Pickup,Yes,0,10.0,Highly Urban/ Urban,3,0.783
393,No,5,16,Sports Car,Yes,2,18.0,Highly Urban/ Urban,0,1.0
394,Yes,51,10,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
395,No,47,6,Minivan,No,3,18.0,Highly Urban/ Urban,0,1.0
396,No,36,10,Panel Truck,No,2,8.0,Highly Rural/ Rural,0,1.0
397,Yes,34,6,Minivan,No,0,1.0,Highly Urban/ Urban,1,0.399
398,No,41,9,Panel Truck,No,1,1.0,Highly Urban/ Urban,4,0.111
399,No,22,6,Pickup,No,3,8.0,Highly Rural/ Rural,0,0.696
400,No,38,1,SUV,No,2,9.0,Highly Urban/ Urban,0,1.0
401,Yes,52,11,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
402,Yes,40,7,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
403,No,28,13,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
404,No,45,4,SUV,No,4,10.0,Highly Urban/ Urban,0,1.0
405,Yes,22,1,SUV,No,0,9.0,Highly Rural/ Rural,0,1.0
406,Yes,62,4,Sports Car,No,1,15.0,Highly Urban/ Urban,0,1.0
407,Yes,30,6,SUV,No,2,1.0,Highly Urban/ Urban,0,1.0
408,Yes,70,6,Pickup,No,0,15.0,Highly Urban/ Urban,0,1.0
409,Yes,37,1,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
410,Yes,5,8,Pickup,No,2,14.0,Highly Rural/ Rural,0,1.0
411,No,27,1,SUV,No,3,1.0,Highly Urban/ Urban,2,1.0
412,Yes,30,1,Minivan,No,0,8.0,Highly Urban/ Urban,0,0.453
413,No,36,4,Panel Truck,Yes,5,1.0,Highly Urban/ Urban,3,0.042
414,No,52,1,Minivan,No,0,14.0,Highly Urban/ Urban,0,1.0
415,No,13,6,Minivan,No,1,11.0,Highly Urban/ Urban,4,1.0
416,No,32,4,Minivan,No,0,7.0,Highly Urban/ Urban,1,0.402
417,No,40,12,Pickup,No,0,1.0,Highly Rural/ Rural,0,0.834
418,No,18,3,SUV,No,3,1.0,Highly Urban/ Urban,5,0.495
419,Yes,35,4,Pickup,No,3,9.0,Highly Urban/ Urban,0,1.0
420,Yes,31,1,Pickup,Yes,6,1.0,Highly Urban/ Urban,2,0.351
421,Yes,20,18,SUV,Yes,1,1.0,Highly Urban/ Urban,5,1.0
422,Yes,36,6,Minivan,No,0,9.0,Highly Rural/ Rural,0,1.0
423,No,45,9,Panel Truck,No,3,,Highly Urban/ Urban,0,1.0
424,Yes,20,13,SUV,No,0,,Highly Urban/ Urban,3,1.0
425,No,38,3,Panel Truck,No,6,9.0,Highly Urban/ Urban,6,1.0
426,Yes,21,10,Minivan,No,0,15.0,Highly Urban/ Urban,0,1.0
427,No,19,4,SUV,No,5,9.0,Highly Urban/ Urban,0,1.0
428,Yes,30,6,Sports Car,No,2,1.0,Highly Urban/ Urban,5,1.0
429,No,37,7,Van,No,4,15.0,Highly Urban/ Urban,2,1.0
430,Yes,17,10,Sports Car,No,0,1.0,Highly Urban/ Urban,0,0.885
431,No,47,11,Van,No,0,7.0,Highly Urban/ Urban,0,1.0
432,Yes,26,6,Pickup,Yes,5,,Highly Urban/ Urban,0,0.651
433,Yes,65,10,Van,No,1,1.0,Highly Rural/ Rural,0,1.0
434,Yes,30,1,Sports Car,No,3,5.0,Highly Urban/ Urban,1,0.489
435,Yes,42,3,Minivan,No,1,1.0,Highly Urban/ Urban,0,0.093
436,Yes,63,1,Pickup,No,7,6.0,Highly Urban/ Urban,3,1.0
437,Yes,25,1,SUV,No,0,10.0,Highly Rural/ Rural,0,1.0
438,Yes,45,4,Pickup,No,7,1.0,Highly Urban/ Urban,4,0.612
439,Yes,27,10,Pickup,Yes,0,4.0,Highly Urban/ Urban,4,0.453
440,Yes,20,4,SUV,No,0,10.0,Highly Rural/ Rural,0,1.0
441,Yes,57,1,Minivan,No,3,6.0,Highly Urban/ Urban,4,0.945
442,No,67,6,Sports Car,No,0,1.0,Highly Urban/ Urban,3,1.0
443,Yes,47,10,Minivan,No,1,5.0,Highly Urban/ Urban,0,1.0
444,No,22,18,Pickup,No,4,1.0,Highly Urban/ Urban,0,0.009
445,No,19,6,Pickup,No,0,5.0,Highly Rural/ Rural,0,1.0
446,Yes,37,7,Minivan,No,1,10.0,Highly Urban/ Urban,0,1.0
447,Yes,5,12,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
448,No,46,10,Sports Car,No,0,19.0,Highly Urban/ Urban,7,0.705
449,Yes,29,1,Van,No,6,6.0,Highly Urban/ Urban,4,1.0
450,No,21,1,Panel Truck,No,1,,Highly Urban/ Urban,0,1.0
451,No,26,10,Pickup,No,0,14.0,Highly Urban/ Urban,0,1.0
452,Yes,11,3,Van,Yes,0,7.0,Highly Urban/ Urban,0,1.0
453,No,46,4,SUV,No,5,,Highly Urban/ Urban,0,0.741
454,Yes,25,5,SUV,No,1,1.0,Highly Rural/ Rural,0,1.0
455,Yes,25,9,Minivan,No,1,7.0,Highly Rural/ Rural,0,1.0
456,Yes,37,4,SUV,No,0,6.0,Highly Rural/ Rural,0,1.0
457,Yes,35,1,Panel Truck,No,0,20.0,Highly Urban/ Urban,0,1.0
458,Yes,39,6,Pickup,No,3,1.0,Highly Urban/ Urban,0,1.0
459,Yes,5,6,SUV,No,2,6.0,Highly Urban/ Urban,0,1.0
460,Yes,39,6,Minivan,No,5,8.0,Highly Rural/ Rural,0,1.0
461,No,21,4,Pickup,Yes,1,9.0,Highly Rural/ Rural,1,1.0
462,Yes,28,6,Minivan,No,1,9.0,Highly Urban/ Urban,0,1.0
463,No,42,6,Pickup,No,0,18.0,Highly Urban/ Urban,2,0.672
464,Yes,35,4,Minivan,No,0,16.0,Highly Urban/ Urban,0,0.483
465,Yes,16,1,Sports Car,No,8,1.0,Highly Urban/ Urban,4,0.435
466,Yes,10,7,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
467,No,59,10,SUV,No,4,5.0,Highly Rural/ Rural,0,1.0
468,Yes,32,6,Sports Car,No,8,1.0,Highly Urban/ Urban,3,1.0
469,No,20,10,Van,Yes,2,6.0,Highly Urban/ Urban,0,1.0
470,Yes,21,4,Minivan,No,0,9.0,Highly Urban/ Urban,0,0.753
471,No,56,1,SUV,No,0,,Highly Rural/ Rural,0,1.0
472,Yes,22,1,Van,No,0,13.0,Highly Urban/ Urban,0,1.0
473,Yes,37,14,Van,Yes,4,9.0,Highly Urban/ Urban,0,1.0
474,Yes,37,7,Pickup,Yes,2,8.0,Highly Urban/ Urban,6,0.42
475,Yes,58,7,Sports Car,No,2,1.0,Highly Rural/ Rural,0,1.0
476,No,46,10,Pickup,No,0,1.0,Highly Urban/ Urban,0,0.078
477,Yes,19,11,Panel Truck,No,0,22.0,Highly Urban/ Urban,0,1.0
478,Yes,51,1,SUV,No,2,12.0,Highly Urban/ Urban,0,1.0
479,No,43,4,Minivan,No,2,17.0,Highly Urban/ Urban,0,0.264
480,Yes,27,7,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
481,Yes,40,11,Pickup,No,1,1.0,Highly Urban/ Urban,0,1.0
482,No,53,11,SUV,No,4,1.0,Highly Urban/ Urban,0,1.0
483,No,42,1,Sports Car,Yes,0,16.0,Highly Urban/ Urban,0,0.816
484,No,29,4,SUV,No,1,7.0,Highly Rural/ Rural,0,0.162
485,Yes,49,1,Minivan,No,0,1.0,Highly Rural/ Rural,0,0.831
486,Yes,19,1,SUV,Yes,2,11.0,Highly Urban/ Urban,4,1.0
487,Yes,47,1,SUV,No,4,8.0,Highly Urban/ Urban,2,1.0
488,Yes,37,1,Van,No,5,7.0,Highly Urban/ Urban,3,1.0
489,Yes,35,1,Pickup,No,0,8.0,Highly Urban/ Urban,0,0.327
490,No,39,1,SUV,No,0,,Highly Urban/ Urban,0,1.0
491,Yes,30,1,Minivan,No,1,1.0,Highly Urban/ Urban,0,0.06
492,Yes,22,4,Van,No,1,8.0,Highly Rural/ Rural,0,1.0
493,Yes,25,7,Sports Car,Yes,6,1.0,Highly Urban/ Urban,3,0.522
494,No,35,1,SUV,No,1,7.0,Highly Rural/ Rural,0,1.0
495,Yes,35,1,Sports Car,No,3,1.0,Highly Urban/ Urban,4,1.0
496,Yes,39,1,Panel Truck,No,1,10.0,Highly Urban/ Urban,0,1.0
497,Yes,33,1,Van,No,0,10.0,Highly Urban/ Urban,0,0.426
498,Yes,24,6,SUV,No,0,7.0,Highly Rural/ Rural,0,1.0
499,Yes,52,14,SUV,No,1,7.0,Highly Urban/ Urban,3,0.984
500,No,17,1,Minivan,No,4,,Highly Urban/ Urban,0,1.0
501,Yes,34,10,SUV,No,2,13.0,Highly Urban/ Urban,0,1.0
502,Yes,31,1,Minivan,No,0,11.0,Highly Rural/ Rural,0,0.834
503,No,5,1,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
504,No,28,9,Van,No,2,17.0,Highly Urban/ Urban,2,0.291
505,Yes,45,1,Minivan,No,0,1.0,Highly Rural/ Rural,0,1.0
506,Yes,5,10,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
507,Yes,36,6,SUV,No,0,13.0,Highly Rural/ Rural,0,1.0
508,Yes,26,7,Sports Car,No,0,9.0,Highly Urban/ Urban,0,1.0
509,Yes,32,6,Minivan,No,0,6.0,Highly Urban/ Urban,0,1.0
510,Yes,36,10,Panel Truck,Yes,1,12.0,Highly Urban/ Urban,0,1.0
511,Yes,57,4,SUV,No,3,11.0,Highly Urban/ Urban,0,0.693
512,Yes,32,1,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
513,Yes,15,6,Minivan,No,0,,Highly Rural/ Rural,0,1.0
514,Yes,23,14,Minivan,No,1,5.0,Highly Urban/ Urban,0,1.0
515,Yes,37,1,SUV,No,4,13.0,Highly Rural/ Rural,0,1.0
516,Yes,36,16,Pickup,Yes,4,11.0,Highly Urban/ Urban,0,1.0
517,Yes,35,4,Van,No,0,14.0,Highly Urban/ Urban,0,1.0
518,No,22,4,Van,No,0,1.0,Highly Urban/ Urban,0,1.0
519,No,25,10,Sports Car,Yes,1,7.0,Highly Urban/ Urban,4,1.0
520,Yes,37,4,Pickup,No,5,1.0,Highly Urban/ Urban,0,1.0
521,No,21,6,Van,Yes,3,8.0,Highly Urban/ Urban,3,0.084
522,No,42,1,Van,No,6,10.0,Highly Urban/ Urban,0,1.0
523,No,53,1,Pickup,No,2,1.0,Highly Urban/ Urban,0,1.0
524,Yes,33,4,Pickup,No,0,9.0,Highly Rural/ Rural,0,1.0
525,No,32,4,Sports Car,No,6,13.0,Highly Urban/ Urban,0,0.894
526,No,21,1,Minivan,No,0,16.0,Highly Urban/ Urban,0,1.0
527,Yes,47,9,SUV,No,1,15.0,Highly Urban/ Urban,0,1.0
528,Yes,47,1,Minivan,No,4,17.0,Highly Urban/ Urban,0,1.0
529,Yes,30,4,Minivan,No,2,2.0,Highly Urban/ Urban,0,1.0
530,Yes,30,9,Minivan,No,5,1.0,Highly Urban/ Urban,0,1.0
531,No,30,11,SUV,No,1,11.0,Highly Urban/ Urban,2,1.0
532,No,26,1,Sports Car,No,2,10.0,Highly Rural/ Rural,2,0.492
533,Yes,32,1,SUV,No,1,7.0,Highly Urban/ Urban,0,1.0
534,Yes,12,6,Sports Car,No,0,,Highly Urban/ Urban,2,1.0
535,Yes,32,10,Minivan,No,0,16.0,Highly Urban/ Urban,0,0.276
536,No,30,10,SUV,No,0,10.0,Highly Urban/ Urban,0,1.0
537,No,36,9,SUV,No,6,10.0,Highly Rural/ Rural,0,1.0
538,Yes,35,6,SUV,No,0,8.0,Highly Urban/ Urban,2,1.0
539,Yes,58,4,Minivan,No,0,,Highly Urban/ Urban,0,1.0
540,Yes,37,6,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
541,Yes,57,1,Pickup,No,8,11.0,Highly Urban/ Urban,2,0.654
542,Yes,29,1,Minivan,No,0,1.0,Highly Urban/ Urban,2,0.717
543,Yes,21,10,SUV,No,4,10.0,Highly Urban/ Urban,0,0.87
544,Yes,32,1,Minivan,No,1,6.0,Highly Urban/ Urban,0,0.873
545,Yes,34,7,Pickup,No,0,6.0,Highly Urban/ Urban,0,1.0
546,Yes,48,4,Minivan,No,1,1.0,Highly Urban/ Urban,0,0.3
547,Yes,15,1,Pickup,No,2,1.0,Highly Urban/ Urban,2,1.0
548,No,6,10,Minivan,No,0,7.0,Highly Urban/ Urban,0,0.204
549,Yes,36,5,Sports Car,No,0,3.0,Highly Rural/ Rural,0,1.0
550,No,24,1,Pickup,No,0,8.0,Highly Urban/ Urban,2,0.705
551,No,22,1,Van,No,0,5.0,Highly Urban/ Urban,3,0.774
552,Yes,58,1,Pickup,No,0,8.0,Highly Urban/ Urban,0,1.0
553,No,22,10,Pickup,No,0,4.0,Highly Urban/ Urban,0,0.999
554,Yes,33,5,Minivan,No,5,14.0,Highly Rural/ Rural,0,1.0
555,No,27,10,Pickup,No,1,7.0,Highly Rural/ Rural,0,1.0
556,No,24,4,SUV,No,3,6.0,Highly Urban/ Urban,2,0.123
557,No,29,1,Sports Car,No,0,1.0,Highly Urban/ Urban,4,1.0
558,Yes,32,10,Minivan,No,0,8.0,Highly Urban/ Urban,3,0.861
559,No,27,1,SUV,Yes,0,1.0,Highly Urban/ Urban,4,0.696
560,Yes,8,11,Minivan,No,2,1.0,Highly Urban/ Urban,2,0.369
561,No,48,6,Pickup,No,1,8.0,Highly Urban/ Urban,0,0.786
562,Yes,41,1,SUV,No,0,9.0,Highly Rural/ Rural,0,1.0
563,Yes,24,3,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
564,Yes,29,4,SUV,No,0,12.0,Highly Urban/ Urban,0,0.426
565,No,34,4,Minivan,No,2,11.0,Highly Rural/ Rural,0,1.0
566,No,17,10,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
567,Yes,39,1,Van,No,2,8.0,Highly Urban/ Urban,5,1.0
568,Yes,5,17,SUV,No,5,1.0,Highly Urban/ Urban,2,1.0
569,No,40,4,Minivan,No,4,17.0,Highly Rural/ Rural,0,1.0
570,Yes,23,1,Pickup,Yes,0,7.0,Highly Urban/ Urban,0,1.0
571,No,51,3,Minivan,Yes,0,,Highly Rural/ Rural,3,0.942
572,Yes,28,13,SUV,No,4,11.0,Highly Urban/ Urban,0,1.0
573,Yes,22,1,SUV,No,3,1.0,Highly Urban/ Urban,3,1.0
574,Yes,25,4,Minivan,No,0,1.0,Highly Rural/ Rural,0,1.0
575,Yes,52,6,Panel Truck,Yes,4,9.0,Highly Urban/ Urban,2,0.81
576,Yes,32,4,Minivan,No,0,1.0,Highly Rural/ Rural,0,1.0
577,No,32,1,SUV,No,2,8.0,Highly Urban/ Urban,0,1.0
578,Yes,20,1,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
579,No,29,1,Minivan,No,3,5.0,Highly Rural/ Rural,0,0.279
580,Yes,35,1,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
581,Yes,29,6,Minivan,No,0,8.0,Highly Rural/ Rural,0,1.0
582,Yes,34,14,SUV,No,2,13.0,Highly Urban/ Urban,0,1.0
583,Yes,44,17,Pickup,No,0,11.0,Highly Urban/ Urban,2,1.0
584,Yes,41,6,SUV,No,0,7.0,Highly Urban/ Urban,0,0.462
585,No,56,1,Sports Car,Yes,1,8.0,Highly Urban/ Urban,4,0.537
586,Yes,17,4,SUV,No,0,9.0,Highly Urban/ Urban,0,0.522
587,No,13,10,Pickup,No,1,3.0,Highly Urban/ Urban,3,1.0
588,No,31,10,Minivan,No,2,6.0,Highly Urban/ Urban,0,0.561
589,No,45,6,Pickup,No,0,14.0,Highly Urban/ Urban,0,1.0
590,Yes,35,7,Pickup,Yes,0,1.0,Highly Rural/ Rural,2,0.099
591,No,36,6,Minivan,No,3,5.0,Highly Urban/ Urban,2,1.0
592,No,19,9,Panel Truck,No,3,12.0,Highly Urban/ Urban,0,1.0
593,Yes,52,10,SUV,Yes,2,12.0,Highly Rural/ Rural,0,0.792
594,Yes,65,7,Pickup,No,3,1.0,Highly Urban/ Urban,0,1.0
595,Yes,48,4,Sports Car,No,7,1.0,Highly Urban/ Urban,2,1.0
596,No,22,1,Pickup,No,0,17.0,Highly Urban/ Urban,0,0.249
597,Yes,28,4,Minivan,Yes,1,9.0,Highly Urban/ Urban,3,0.576
598,No,14,1,SUV,No,0,9.0,Highly Urban/ Urban,0,1.0
599,Yes,11,1,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
600,Yes,29,4,Pickup,No,8,1.0,Highly Rural/ Rural,0,1.0
601,No,53,1,Sports Car,No,0,8.0,Highly Rural/ Rural,0,0.567
602,Yes,56,6,SUV,No,2,18.0,Highly Rural/ Rural,0,0.252
603,Yes,41,1,Minivan,Yes,1,8.0,Highly Urban/ Urban,0,1.0
604,Yes,29,1,Pickup,Yes,5,1.0,Highly Urban/ Urban,3,1.0
605,Yes,31,4,Sports Car,No,2,7.0,Highly Urban/ Urban,2,0.729
606,No,29,10,Pickup,Yes,6,1.0,Highly Urban/ Urban,0,1.0
607,No,21,1,Panel Truck,Yes,3,10.0,Highly Urban/ Urban,3,1.0
608,Yes,72,6,SUV,No,2,6.0,Highly Urban/ Urban,0,1.0
609,No,13,1,Panel Truck,No,1,18.0,Highly Urban/ Urban,0,0.084
610,No,54,6,Panel Truck,No,3,,Highly Urban/ Urban,0,1.0
611,Yes,5,1,SUV,No,0,9.0,Highly Urban/ Urban,0,1.0
612,Yes,42,13,Minivan,Yes,0,1.0,Highly Urban/ Urban,0,1.0
613,Yes,65,1,Minivan,No,1,1.0,Highly Rural/ Rural,0,1.0
614,No,27,4,Pickup,No,2,1.0,Highly Urban/ Urban,4,0.441
615,No,59,16,Sports Car,No,1,13.0,Highly Rural/ Rural,0,1.0
616,No,22,9,SUV,Yes,0,9.0,Highly Urban/ Urban,0,1.0
617,Yes,5,6,SUV,No,2,12.0,Highly Urban/ Urban,0,0.081
618,No,27,10,SUV,No,3,1.0,Highly Urban/ Urban,2,0.222
619,Yes,41,1,SUV,No,2,1.0,Highly Urban/ Urban,0,1.0
620,Yes,5,3,Pickup,Yes,3,1.0,Highly Urban/ Urban,0,1.0
621,No,34,1,SUV,No,1,8.0,Highly Urban/ Urban,3,1.0
622,No,23,4,Sports Car,Yes,2,1.0,Highly Urban/ Urban,3,0.681
623,No,42,4,Minivan,No,1,10.0,Highly Urban/ Urban,0,1.0
624,No,47,1,Minivan,No,0,18.0,Highly Urban/ Urban,0,1.0
625,Yes,57,9,Minivan,No,2,9.0,Highly Urban/ Urban,0,0.318
626,Yes,46,1,Sports Car,No,0,7.0,Highly Rural/ Rural,0,1.0
627,No,25,6,Panel Truck,No,2,6.0,Highly Urban/ Urban,0,1.0
628,Yes,20,10,Pickup,No,2,14.0,Highly Urban/ Urban,0,1.0
629,Yes,40,4,Van,No,2,10.0,Highly Urban/ Urban,0,0.288
630,Yes,25,9,Panel Truck,No,0,9.0,Highly Urban/ Urban,0,1.0
631,Yes,12,10,SUV,No,0,6.0,Highly Rural/ Rural,0,1.0
632,No,15,1,SUV,No,6,13.0,Highly Urban/ Urban,3,0.234
633,Yes,42,1,Minivan,No,2,5.0,Highly Urban/ Urban,1,0.243
634,Yes,36,4,Minivan,No,2,9.0,Highly Rural/ Rural,0,0.495
635,Yes,41,1,Van,Yes,2,10.0,Highly Urban/ Urban,3,0.924
636,No,5,4,Van,No,4,23.0,Highly Urban/ Urban,0,1.0
637,Yes,38,1,Pickup,No,0,5.0,Highly Urban/ Urban,0,1.0
638,Yes,43,6,Sports Car,No,0,6.0,Highly Rural/ Rural,0,0.417
639,Yes,50,1,Pickup,No,0,,Highly Rural/ Rural,0,1.0
640,No,44,1,Sports Car,No,2,7.0,Highly Rural/ Rural,0,0.153
641,No,67,10,Sports Car,No,0,8.0,Highly Urban/ Urban,0,1.0
642,Yes,24,3,Pickup,No,2,1.0,Highly Urban/ Urban,0,1.0
643,Yes,36,3,Pickup,No,0,8.0,Highly Urban/ Urban,0,1.0
644,Yes,41,7,Sports Car,No,0,6.0,Highly Urban/ Urban,4,1.0
645,Yes,26,1,Panel Truck,No,0,16.0,Highly Urban/ Urban,0,0.117
646,Yes,52,4,SUV,No,3,11.0,Highly Urban/ Urban,0,1.0
647,No,23,4,Pickup,No,0,1.0,Highly Urban/ Urban,2,0.492
648,No,7,13,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
649,No,60,4,Sports Car,No,0,,Highly Urban/ Urban,0,1.0
650,Yes,49,10,Sports Car,No,1,6.0,Highly Urban/ Urban,0,1.0
651,No,43,4,Sports Car,No,0,11.0,Highly Urban/ Urban,4,0.276
652,No,39,11,SUV,No,1,8.0,Highly Rural/ Rural,0,1.0
653,No,31,4,Sports Car,No,1,10.0,Highly Urban/ Urban,0,1.0
654,Yes,16,1,Sports Car,No,1,1.0,Highly Urban/ Urban,0,1.0
655,No,27,1,SUV,No,0,,Highly Urban/ Urban,3,0.342
656,No,23,6,Pickup,No,0,20.0,Highly Urban/ Urban,0,1.0
657,Yes,5,1,Pickup,No,0,,Highly Urban/ Urban,2,1.0
658,Yes,79,7,Minivan,No,0,6.0,Highly Urban/ Urban,0,1.0
659,No,27,7,SUV,No,1,18.0,Highly Urban/ Urban,0,1.0
660,Yes,48,1,Panel Truck,No,0,8.0,Highly Urban/ Urban,4,0.906
661,No,12,7,Pickup,No,8,20.0,Highly Urban/ Urban,0,1.0
662,Yes,25,3,Minivan,No,5,1.0,Highly Urban/ Urban,0,1.0
663,Yes,41,1,Sports Car,No,0,9.0,Highly Urban/ Urban,0,1.0
664,No,14,14,Panel Truck,No,4,11.0,Highly Urban/ Urban,0,1.0
665,No,21,3,Van,Yes,6,9.0,Highly Urban/ Urban,0,0.414
666,Yes,53,6,Pickup,No,0,1.0,Highly Rural/ Rural,0,1.0
667,No,19,4,Sports Car,No,0,11.0,Highly Urban/ Urban,0,1.0
668,Yes,37,6,Minivan,No,0,5.0,Highly Rural/ Rural,0,1.0
669,No,7,1,SUV,No,2,10.0,Highly Rural/ Rural,0,0.957
670,No,35,1,Pickup,No,2,4.0,Highly Urban/ Urban,4,1.0
671,No,61,6,Van,No,3,6.0,Highly Urban/ Urban,1,1.0
672,No,64,6,SUV,No,3,7.0,Highly Urban/ Urban,0,1.0
673,Yes,29,11,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
674,No,37,1,Minivan,No,0,,Highly Urban/ Urban,0,1.0
675,Yes,53,9,Minivan,No,4,6.0,Highly Urban/ Urban,0,1.0
676,No,23,18,Sports Car,No,3,1.0,Highly Urban/ Urban,0,1.0
677,Yes,40,10,SUV,Yes,0,20.0,Highly Urban/ Urban,0,1.0
678,No,42,6,Panel Truck,No,0,9.0,Highly Urban/ Urban,0,1.0
679,Yes,76,4,SUV,No,1,9.0,Highly Rural/ Rural,0,0.948
680,No,37,1,Van,No,0,11.0,Highly Rural/ Rural,0,1.0
681,No,14,1,SUV,No,2,1.0,Highly Urban/ Urban,2,0.024
682,No,36,6,SUV,No,4,9.0,Highly Urban/ Urban,0,1.0
683,Yes,45,6,Minivan,No,0,12.0,Highly Urban/ Urban,0,1.0
684,No,42,1,Sports Car,No,4,9.0,Highly Urban/ Urban,2,0.807
685,Yes,20,6,Pickup,No,0,20.0,Highly Urban/ Urban,3,0.795
686,Yes,28,3,Minivan,No,0,1.0,Highly Rural/ Rural,0,1.0
687,Yes,42,4,SUV,No,4,1.0,Highly Urban/ Urban,1,0.225
688,No,18,1,Minivan,No,1,1.0,Highly Urban/ Urban,0,1.0
689,Yes,28,1,Pickup,Yes,1,14.0,Highly Urban/ Urban,4,1.0
690,No,5,6,Sports Car,No,0,3.0,Highly Rural/ Rural,0,1.0
691,Yes,40,7,Panel Truck,No,4,10.0,Highly Urban/ Urban,5,1.0
