policy,primary_age_tier,primary_gender,marital,residence_location,aoi_tier,exposure,num_claims,amt_claims
A01832,< 21,Female,Married,Urban,100K - 350K,0.98,1,"3,647.31"
Z08810,< 21,Male,Not Married,Urban,601K - 1M,1,2,"8,049.16"
P05691,28 - 37,Male,Un-Married,Urban,351K - 600K,0.53,2,"1,705.62"
Z07546,28 - 37,Female,Married,Suburban,351K - 600K,1,2,"1,497.89"
P05234,38 - 60,Male,Married,Urban,100K - 350K,1,0,0.00
Z09510,28 - 37,Female,Married,Suburban,601K - 1M,1,1,256.69
Z08932,28 - 37,Male,Married,Urban,< 100K,1,1,"4,515.63"
G04121,< 21,Male,Married,Suburban,100K - 350K,1,4,"14,603.34"
Z08790,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,1,897.79
P07119,38 - 60,Male,Married,Suburban,351K - 600K,1,2,"4,290.97"
A01376,< 21,Male,Not Married,Urban,100K - 350K,1,2,"8,961.00"
P06229,< 21,Male,Married,Suburban,100K - 350K,1,5,"19,742.20"
Z08217,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,3,"17,951.25"
P07211,> 60,Female,Un-Married,Urban,100K - 350K,1,2,"2,139.05"
G04350,> 60,Male,Un-Married,Suburban,601K - 1M,0.97,6,822.45
G03372,28 - 37,Male,Married,Urban,601K - 1M,0.31,4,"6,329.15"
G02677,21 - 27,Male,Married,Suburban,601K - 1M,1,4,"6,492.90"
P06517,21 - 27,Male,Un-Married,Urban,351K - 600K,1,0,0.00
A01542,38 - 60,Male,Un-Married,Suburban,100K - 350K,1,3,"2,683.29"
G02908,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
Z08761,28 - 37,Male,Married,Suburban,351K - 600K,1,2,"6,091.73"
G04253,38 - 60,Female,Un-Married,Urban,< 100K,0.3,0,0.00
A00727,28 - 37,Female,Married,Urban,< 100K,0.56,2,"10,678.16"
A01288,21 - 27,Female,Married,Urban,601K - 1M,1,2,"2,618.06"
G03351,> 60,Female,Married,Suburban,> 1M,1,2,"4,056.91"
G03442,21 - 27,Female,Married,Suburban,< 100K,1,1,"8,876.36"
Z07585,21 - 27,Female,Not Married,Suburban,> 1M,1,1,674.40
A01039,38 - 60,Male,Not Married,Urban,351K - 600K,1,3,"9,704.27"
G04800,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
P07057,> 60,Male,Married,Suburban,100K - 350K,1,0,0.00
P05297,38 - 60,Male,Married,Rural,601K - 1M,1,1,"1,321.75"
Z09691,21 - 27,Male,Married,Urban,100K - 350K,1,1,"2,227.62"
G04526,28 - 37,Female,Married,Rural,601K - 1M,0.75,0,0.00
P05146,< 21,Female,Married,Urban,351K - 600K,1,2,"6,768.81"
G04760,> 60,Male,Married,Urban,601K - 1M,1,1,"2,570.05"
A02228,28 - 37,Male,Un-Married,Rural,< 100K,1,0,0.00
P07077,> 60,Female,Not Married,Urban,601K - 1M,0.47,2,"1,225.30"
G03788,28 - 37,Female,Not Married,Urban,100K - 350K,1,1,"4,222.43"
P06274,28 - 37,Female,Un-Married,Urban,< 100K,1,0,0.00
P05836,21 - 27,Male,Married,Urban,601K - 1M,1,2,"6,755.45"
A02330,28 - 37,Male,Un-Married,Urban,100K - 350K,1,2,"9,598.11"
Z09154,28 - 37,Male,Married,Urban,100K - 350K,1,1,"3,744.69"
G03953,38 - 60,Female,Un-Married,Suburban,351K - 600K,0.93,0,0.00
Z09619,28 - 37,Female,Married,Suburban,601K - 1M,1,1,"2,602.50"
Z09684,21 - 27,Female,Not Married,Rural,100K - 350K,0.29,0,0.00
Z09643,28 - 37,Male,Married,Suburban,351K - 600K,0.84,1,"1,593.07"
A01985,28 - 37,Male,Un-Married,Suburban,351K - 600K,0.31,4,"3,282.84"
P06583,38 - 60,Female,Married,Suburban,601K - 1M,1,2,"5,338.61"
Z07862,28 - 37,Female,Un-Married,Urban,351K - 600K,1,0,0.00
A01710,21 - 27,Female,Not Married,Urban,351K - 600K,1,1,"9,865.30"
A02469,28 - 37,Female,Un-Married,Suburban,< 100K,0.22,2,"4,433.91"
P07160,21 - 27,Male,Married,Suburban,100K - 350K,1,2,"8,216.23"
A00579,< 21,Female,Married,Urban,351K - 600K,1,1,"5,774.63"
Z08880,> 60,Male,Un-Married,Urban,351K - 600K,1,1,"5,136.11"
A00147,28 - 37,Male,Married,Rural,100K - 350K,1,0,0.00
G02668,28 - 37,Female,Married,Suburban,601K - 1M,1,0,0.00
A00129,21 - 27,Female,Un-Married,Rural,601K - 1M,1,1,"6,429.42"
A01358,28 - 37,Female,Not Married,Urban,351K - 600K,1,2,"6,774.29"
Z07528,21 - 27,Female,Un-Married,Suburban,100K - 350K,1,2,"2,635.69"
A01573,21 - 27,Female,Married,Urban,< 100K,1,0,0.00
Z08157,28 - 37,Male,Married,Urban,601K - 1M,1,2,"4,994.56"
G03665,38 - 60,Female,Not Married,Urban,351K - 600K,1,0,0.00
A00901,28 - 37,Female,Un-Married,Urban,601K - 1M,1,0,0.00
Z09211,28 - 37,Female,Un-Married,Urban,100K - 350K,1,1,"1,407.21"
Z08721,28 - 37,Male,Married,Urban,351K - 600K,1,1,"2,621.54"
Z09622,> 60,Female,Married,Urban,351K - 600K,1,1,"2,667.99"
A00437,21 - 27,Female,Not Married,Suburban,< 100K,1,2,"22,263.36"
G03363,38 - 60,Male,Not Married,Suburban,100K - 350K,1,1,"2,312.31"
P07289,21 - 27,Female,Married,Suburban,601K - 1M,1,0,0.00
P05717,38 - 60,Female,Married,Suburban,> 1M,1,0,0.00
Z09399,> 60,Male,Married,Suburban,601K - 1M,1,1,"1,493.44"
G04943,38 - 60,Female,Un-Married,Rural,351K - 600K,1,0,0.00
P06077,< 21,Female,Un-Married,Urban,100K - 350K,1,3,"7,348.29"
A00965,< 21,Female,Un-Married,Suburban,< 100K,0.24,1,"4,305.00"
G02904,38 - 60,Female,Not Married,Urban,351K - 600K,1,2,"13,365.03"
P06046,28 - 37,Male,Married,Urban,< 100K,1,0,0.00
P06465,38 - 60,Female,Not Married,Urban,601K - 1M,1,0,0.00
G02923,28 - 37,Female,Married,Urban,351K - 600K,0.93,1,"1,460.58"
A02366,38 - 60,Male,Not Married,Urban,601K - 1M,0.27,2,"8,673.16"
Z08027,21 - 27,Female,Married,Urban,351K - 600K,1,0,0.00
A01508,28 - 37,Male,Married,Urban,351K - 600K,0.14,1,"1,361.63"
P07396,38 - 60,Female,Married,Suburban,351K - 600K,1,2,"9,304.32"
Z08774,28 - 37,Male,Married,Suburban,351K - 600K,1,2,"6,930.94"
A01304,38 - 60,Male,Married,Urban,351K - 600K,1,0,0.00
P06312,21 - 27,Male,Un-Married,Rural,100K - 350K,0.92,1,"4,173.03"
G04769,21 - 27,Female,Married,Urban,< 100K,1,3,"41,754.48"
A00663,21 - 27,Male,Un-Married,Suburban,100K - 350K,1,3,"3,965.37"
P05308,< 21,Male,Married,Suburban,100K - 350K,1,7,"27,461.43"
A01731,38 - 60,Female,Married,Urban,601K - 1M,0.37,0,0.00
G04317,28 - 37,Male,Un-Married,Urban,351K - 600K,1,1,"1,326.05"
P06301,21 - 27,Male,Not Married,Rural,351K - 600K,0.89,1,"2,607.01"
P05026,38 - 60,Female,Married,Suburban,351K - 600K,1,2,"11,882.02"
G03923,28 - 37,Female,Married,Suburban,351K - 600K,1,1,"3,178.68"
P06198,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
A00651,28 - 37,Male,Not Married,Urban,351K - 600K,0.67,2,"11,477.31"
A02028,< 21,Female,Un-Married,Urban,351K - 600K,1,1,685.36
A02080,38 - 60,Male,Un-Married,Suburban,< 100K,1,1,"1,796.13"
Z07668,> 60,Male,Married,Urban,351K - 600K,1,1,"3,599.11"
A01742,< 21,Male,Married,Suburban,351K - 600K,1,3,"1,141.32"
Z07535,> 60,Female,Not Married,Urban,351K - 600K,1,1,"4,653.61"
Z09467,38 - 60,Male,Un-Married,Suburban,100K - 350K,1,1,"10,284.19"
A01246,28 - 37,Male,Un-Married,Urban,601K - 1M,1,2,"4,446.45"
A02414,28 - 37,Male,Married,Urban,601K - 1M,1,0,0.00
P07054,28 - 37,Male,Un-Married,Urban,601K - 1M,1,0,0.00
A01985,28 - 37,Female,Married,Suburban,> 1M,0.65,0,0.00
Z08966,38 - 60,Male,Married,Urban,351K - 600K,1,0,0.00
P06987,28 - 37,Female,Married,Urban,> 1M,1,1,"1,643.31"
A01606,> 60,Male,Married,Urban,> 1M,1,2,"1,599.19"
A01062,> 60,Male,Married,Urban,100K - 350K,1,1,"3,215.00"
G04443,21 - 27,Female,Un-Married,Suburban,100K - 350K,1,2,"2,271.83"
G03146,28 - 37,Female,Un-Married,Rural,< 100K,1,0,0.00
Z07771,38 - 60,Female,Married,Urban,351K - 600K,1,1,"2,331.61"
Z07706,28 - 37,Male,Married,Suburban,351K - 600K,1,1,334.63
A00826,< 21,Male,Married,Suburban,601K - 1M,1,1,"1,519.63"
P05099,21 - 27,Female,Not Married,Suburban,100K - 350K,1,1,"4,570.45"
P06631,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
P07186,< 21,Female,Married,Urban,100K - 350K,1,2,"6,020.48"
G04857,28 - 37,Male,Un-Married,Urban,100K - 350K,0.12,0,0.00
Z07750,28 - 37,Female,Not Married,Suburban,100K - 350K,0.64,0,0.00
G02575,28 - 37,Male,Married,Urban,100K - 350K,1,0,0.00
G04299,28 - 37,Male,Un-Married,Urban,601K - 1M,1,2,"5,767.93"
Z09889,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,5,"5,336.90"
P05573,28 - 37,Male,Married,Urban,100K - 350K,1,1,"1,740.69"
A01870,38 - 60,Female,Un-Married,Suburban,351K - 600K,0.96,0,0.00
Z07810,21 - 27,Female,Married,Rural,351K - 600K,0.9,1,"4,270.77"
Z08700,38 - 60,Male,Married,Rural,601K - 1M,1,1,"2,704.09"
A01991,< 21,Female,Un-Married,Suburban,100K - 350K,1,0,0.00
A01370,38 - 60,Female,Un-Married,Rural,351K - 600K,1,2,"18,394.07"
G04681,< 21,Female,Not Married,Urban,351K - 600K,1,1,"5,760.06"
P05404,28 - 37,Male,Married,Urban,< 100K,1,0,0.00
P06627,28 - 37,Female,Not Married,Rural,601K - 1M,1,0,0.00
A01989,38 - 60,Male,Not Married,Rural,> 1M,1,1,786.59
P05944,21 - 27,Female,Married,Urban,< 100K,1,1,"4,644.34"
Z08171,38 - 60,Male,Married,Rural,100K - 350K,1,0,0.00
G04184,38 - 60,Male,Not Married,Urban,100K - 350K,1,1,"4,376.68"
G02982,38 - 60,Male,Un-Married,Urban,< 100K,1,3,"13,752.35"
G04727,38 - 60,Male,Married,Suburban,351K - 600K,1,1,"3,256.40"
G02587,< 21,Female,Not Married,Urban,351K - 600K,1,0,0.00
A02410,21 - 27,Male,Not Married,Urban,100K - 350K,1,3,"7,913.81"
G04133,28 - 37,Female,Married,Urban,100K - 350K,1,1,670.23
Z08071,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,1,"3,271.79"
Z09499,38 - 60,Male,Married,Urban,100K - 350K,0.34,1,"6,623.34"
Z07587,38 - 60,Male,Not Married,Suburban,601K - 1M,1,2,"3,195.80"
A02478,21 - 27,Female,Married,Suburban,601K - 1M,1,3,"10,049.02"
G03760,38 - 60,Male,Un-Married,Suburban,100K - 350K,1,4,"24,670.44"
Z09988,28 - 37,Female,Married,Suburban,351K - 600K,1,0,0.00
P05140,28 - 37,Male,Married,Urban,351K - 600K,0.73,0,0.00
Z08268,> 60,Female,Married,Urban,601K - 1M,0.67,2,"2,199.38"
Z07923,28 - 37,Male,Married,Urban,100K - 350K,1,0,0.00
G02830,38 - 60,Female,Un-Married,Suburban,< 100K,1,0,0.00
A02127,28 - 37,Male,Married,Suburban,< 100K,1,1,677.00
P05043,38 - 60,Male,Not Married,Rural,351K - 600K,1,0,0.00
A02184,< 21,Female,Married,Urban,100K - 350K,1,0,0.00
P05215,< 21,Female,Not Married,Urban,601K - 1M,0.76,2,"30,456.83"
A01114,38 - 60,Female,Married,Urban,100K - 350K,1,1,"3,125.55"
P07470,28 - 37,Male,Un-Married,Urban,100K - 350K,1,1,911.34
Z08020,> 60,Female,Married,Rural,601K - 1M,1,1,"6,111.81"
A02327,< 21,Male,Married,Suburban,351K - 600K,1,3,"5,324.80"
Z08603,28 - 37,Male,Not Married,Suburban,100K - 350K,0.51,2,"1,889.53"
P07453,< 21,Female,Married,Suburban,351K - 600K,1,3,"21,286.92"
G03964,28 - 37,Male,Not Married,Urban,351K - 600K,1,1,"1,923.91"
P06359,28 - 37,Male,Married,Suburban,601K - 1M,1,2,"5,980.07"
A00460,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
P05288,38 - 60,Female,Married,Urban,100K - 350K,1,1,"2,347.83"
P06631,21 - 27,Female,Married,Urban,351K - 600K,1,0,0.00
G03192,> 60,Male,Not Married,Urban,> 1M,1,2,"5,633.84"
P07136,38 - 60,Female,Un-Married,Urban,100K - 350K,1,0,0.00
A00461,28 - 37,Female,Not Married,Urban,351K - 600K,1,2,"2,129.94"
Z08413,21 - 27,Female,Un-Married,Urban,351K - 600K,0.77,1,"5,002.83"
P07442,28 - 37,Female,Un-Married,Urban,351K - 600K,1,3,"9,715.13"
Z07650,< 21,Female,Married,Suburban,601K - 1M,0.36,1,"1,444.26"
Z08650,28 - 37,Female,Married,Suburban,351K - 600K,1,1,888.99
Z07837,21 - 27,Male,Un-Married,Urban,351K - 600K,1,0,0.00
A01207,< 21,Female,Un-Married,Suburban,100K - 350K,1,2,"1,761.06"
G04995,> 60,Male,Not Married,Urban,351K - 600K,0.57,2,"6,516.74"
A00845,38 - 60,Female,Un-Married,Suburban,351K - 600K,0.13,0,0.00
P06049,28 - 37,Female,Married,Urban,100K - 350K,1,0,0.00
G04426,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
P06029,38 - 60,Male,Un-Married,Urban,601K - 1M,1,2,"6,610.73"
A01569,38 - 60,Male,Married,Urban,351K - 600K,1,0,0.00
P06255,28 - 37,Male,Married,Suburban,351K - 600K,1,1,418.82
G02615,21 - 27,Male,Married,Urban,601K - 1M,1,0,0.00
G02942,28 - 37,Male,Married,Rural,601K - 1M,1,3,"10,934.76"
P05099,> 60,Male,Un-Married,Urban,100K - 350K,0.61,1,835.21
Z08723,38 - 60,Female,Un-Married,Urban,100K - 350K,1,0,0.00
G04170,> 60,Male,Un-Married,Rural,351K - 600K,1,1,"3,523.65"
Z09043,21 - 27,Female,Un-Married,Rural,100K - 350K,0.1,4,"3,628.68"
P06561,28 - 37,Male,Married,Suburban,351K - 600K,0.53,2,"2,317.44"
Z08663,38 - 60,Male,Married,Urban,601K - 1M,1,0,0.00
A02186,21 - 27,Male,Not Married,Suburban,601K - 1M,1,0,0.00
Z07956,38 - 60,Female,Not Married,Urban,601K - 1M,1,2,"7,682.90"
G02875,28 - 37,Female,Married,Rural,100K - 350K,1,1,"1,986.05"
G04137,28 - 37,Male,Married,Suburban,> 1M,0.07,4,"9,341.63"
A02116,38 - 60,Female,Married,Suburban,100K - 350K,1,0,0.00
G02582,28 - 37,Male,Not Married,Urban,351K - 600K,1,4,"2,782.65"
Z09914,< 21,Female,Not Married,Urban,351K - 600K,1,1,"1,524.92"
P06756,38 - 60,Female,Married,Suburban,601K - 1M,0.74,0,0.00
Z08904,28 - 37,Male,Married,Suburban,100K - 350K,1,3,"1,876.72"
Z09682,28 - 37,Female,Married,Suburban,601K - 1M,1,1,"2,854.32"
P06096,> 60,Female,Married,Urban,351K - 600K,1,3,"3,288.31"
Z09098,21 - 27,Male,Un-Married,Urban,601K - 1M,1,0,0.00
G04265,21 - 27,Female,Married,Urban,351K - 600K,1,1,"2,878.90"
Z07694,28 - 37,Male,Married,Suburban,351K - 600K,1,1,"1,897.19"
A01665,38 - 60,Female,Un-Married,Urban,351K - 600K,0.83,0,0.00
P06289,28 - 37,Male,Married,Urban,601K - 1M,1,1,"4,584.32"
G04344,> 60,Female,Married,Urban,100K - 350K,1,0,0.00
A02324,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
G04476,28 - 37,Female,Not Married,Urban,100K - 350K,1,0,0.00
A00891,> 60,Female,Married,Rural,351K - 600K,1,2,"15,296.79"
G02646,38 - 60,Female,Married,Suburban,> 1M,0.71,1,"3,203.05"
P06915,< 21,Female,Not Married,Urban,> 1M,1,2,"3,389.87"
A00399,38 - 60,Male,Married,Urban,351K - 600K,0.49,4,"6,905.29"
A00433,> 60,Female,Married,Urban,601K - 1M,0.64,1,"5,013.09"
A00035,28 - 37,Female,Married,Rural,100K - 350K,1,1,"4,719.03"
Z07930,21 - 27,Female,Married,Suburban,601K - 1M,1,2,"2,835.41"
Z09261,38 - 60,Male,Not Married,Urban,351K - 600K,1,2,"6,528.75"
G03704,21 - 27,Male,Married,Rural,351K - 600K,0.7,1,"5,940.67"
A00732,< 21,Female,Married,Urban,100K - 350K,1,2,"11,405.30"
G02618,38 - 60,Male,Married,Urban,100K - 350K,1,2,"11,241.65"
Z07943,21 - 27,Female,Not Married,Suburban,> 1M,0.88,1,742.50
Z08961,21 - 27,Male,Not Married,Urban,351K - 600K,1,1,"5,315.58"
Z08333,28 - 37,Male,Married,Suburban,100K - 350K,1,0,0.00
G02590,28 - 37,Male,Un-Married,Suburban,351K - 600K,1,4,"5,760.39"
A01647,28 - 37,Female,Un-Married,Urban,< 100K,1,1,"7,185.06"
P05574,< 21,Male,Married,Suburban,351K - 600K,1,1,402.25
A00809,< 21,Female,Married,Urban,< 100K,0.84,2,"13,128.37"
A02262,38 - 60,Female,Married,Urban,351K - 600K,1,1,"1,495.91"
G04629,21 - 27,Male,Not Married,Suburban,100K - 350K,1,4,"10,524.28"
A01766,28 - 37,Male,Married,Suburban,100K - 350K,1,1,"1,524.80"
A00543,28 - 37,Male,Un-Married,Urban,601K - 1M,0.4,2,"1,567.87"
A01147,28 - 37,Female,Un-Married,Suburban,601K - 1M,1,2,"3,047.78"
A02037,21 - 27,Female,Married,Urban,100K - 350K,1,1,"3,999.23"
Z09940,< 21,Male,Un-Married,Urban,< 100K,1,1,"4,653.29"
Z09798,21 - 27,Male,Not Married,Urban,351K - 600K,1,1,"5,721.84"
Z08675,38 - 60,Female,Married,Suburban,601K - 1M,1,4,"2,267.36"
A01524,< 21,Female,Married,Suburban,< 100K,1,3,"16,955.33"
A02284,38 - 60,Male,Married,Urban,351K - 600K,1,0,0.00
A01045,28 - 37,Male,Un-Married,Suburban,351K - 600K,0.14,0,0.00
A00537,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
P05594,21 - 27,Male,Married,Rural,601K - 1M,0.39,1,"7,158.16"
P05290,28 - 37,Female,Un-Married,Urban,> 1M,1,4,"3,793.08"
Z07633,38 - 60,Female,Married,Urban,351K - 600K,0.41,1,"2,532.19"
Z08754,38 - 60,Female,Un-Married,Rural,100K - 350K,1,3,"1,434.66"
G02974,21 - 27,Female,Married,Suburban,100K - 350K,1,1,722.72
A01858,28 - 37,Female,Married,Urban,351K - 600K,1,1,53.99
G03386,< 21,Female,Married,Suburban,351K - 600K,0.63,1,795.79
G02709,38 - 60,Male,Un-Married,Suburban,351K - 600K,0.92,3,"1,296.91"
P07246,38 - 60,Female,Married,Suburban,601K - 1M,0.01,0,0.00
G03893,38 - 60,Male,Married,Urban,351K - 600K,1,1,"6,536.16"
Z09908,> 60,Male,Married,Suburban,> 1M,1,3,"2,595.24"
G04811,> 60,Male,Not Married,Suburban,351K - 600K,1,1,"1,215.48"
G03583,28 - 37,Female,Not Married,Suburban,351K - 600K,1,1,388.17
A01121,21 - 27,Male,Un-Married,Rural,100K - 350K,1,2,"23,682.86"
P05600,28 - 37,Male,Not Married,Suburban,601K - 1M,1,2,"8,549.74"
G04578,38 - 60,Female,Married,Suburban,< 100K,1,2,"11,122.04"
G02948,< 21,Female,Married,Urban,351K - 600K,1,2,"6,589.30"
A01958,28 - 37,Male,Not Married,Rural,351K - 600K,1,2,"5,759.12"
G04828,28 - 37,Male,Un-Married,Suburban,601K - 1M,0.36,4,"8,975.26"
A00057,28 - 37,Female,Not Married,Urban,351K - 600K,1,1,"4,627.19"
G04685,21 - 27,Male,Married,Suburban,601K - 1M,1,3,"3,477.64"
P06785,38 - 60,Male,Married,Urban,601K - 1M,1,1,"2,308.80"
A00447,28 - 37,Female,Un-Married,Urban,601K - 1M,0.3,1,"4,198.98"
A00817,28 - 37,Male,Married,Suburban,100K - 350K,1,1,"3,480.60"
Z07549,21 - 27,Male,Married,Urban,601K - 1M,1,2,"1,132.31"
G03757,28 - 37,Male,Un-Married,Urban,351K - 600K,1,1,"3,279.19"
P07466,21 - 27,Male,Married,Urban,351K - 600K,0.42,2,"7,686.18"
P07123,28 - 37,Female,Not Married,Urban,< 100K,0.34,1,"3,152.40"
G04052,21 - 27,Female,Married,Rural,601K - 1M,1,1,"7,041.73"
A02216,21 - 27,Female,Un-Married,Urban,351K - 600K,1,2,"9,967.79"
Z09860,28 - 37,Female,Un-Married,Rural,351K - 600K,1,1,"2,354.30"
P06273,21 - 27,Female,Married,Suburban,351K - 600K,1,4,"33,294.34"
Z09733,21 - 27,Female,Not Married,Urban,100K - 350K,1,1,989.04
P06905,28 - 37,Female,Un-Married,Urban,601K - 1M,1,1,"1,798.04"
A01057,28 - 37,Male,Married,Suburban,100K - 350K,1,1,"1,532.69"
G03863,38 - 60,Female,Un-Married,Suburban,100K - 350K,1,0,0.00
A02341,38 - 60,Male,Married,Urban,351K - 600K,1,1,"5,541.08"
P05160,21 - 27,Female,Married,Urban,601K - 1M,1,1,"4,193.75"
P06550,> 60,Male,Married,Suburban,351K - 600K,1,2,"6,143.92"
Z08311,> 60,Female,Married,Rural,100K - 350K,1,0,0.00
P05645,28 - 37,Female,Married,Suburban,> 1M,1,3,"2,600.77"
Z09841,21 - 27,Female,Not Married,Rural,351K - 600K,1,1,"1,806.75"
A01862,38 - 60,Female,Un-Married,Urban,100K - 350K,1,0,0.00
G04890,21 - 27,Female,Un-Married,Suburban,> 1M,1,1,"1,522.73"
P07335,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
Z09621,< 21,Female,Married,Urban,351K - 600K,0.91,0,0.00
A00674,38 - 60,Female,Married,Urban,< 100K,1,2,"8,738.21"
G03426,38 - 60,Male,Married,Urban,100K - 350K,1,2,"3,016.46"
G03649,28 - 37,Male,Not Married,Urban,351K - 600K,0.18,2,802.55
P06236,21 - 27,Male,Married,Urban,351K - 600K,1,1,"3,941.90"
A02140,28 - 37,Female,Not Married,Urban,351K - 600K,1,3,"6,680.98"
A01964,21 - 27,Female,Not Married,Urban,351K - 600K,1,0,0.00
Z08936,38 - 60,Male,Married,Urban,351K - 600K,1,1,"1,894.63"
G02622,21 - 27,Male,Married,Rural,601K - 1M,1,0,0.00
A01363,38 - 60,Female,Un-Married,Urban,351K - 600K,1,2,"1,047.73"
G04732,28 - 37,Female,Married,Urban,100K - 350K,1,0,0.00
A00145,28 - 37,Female,Un-Married,Urban,100K - 350K,1,0,0.00
P06407,21 - 27,Female,Un-Married,Suburban,100K - 350K,1,3,"12,582.69"
A00036,21 - 27,Male,Not Married,Suburban,601K - 1M,1,6,"6,631.93"
P06996,38 - 60,Female,Married,Urban,351K - 600K,1,1,"13,629.09"
P05983,28 - 37,Male,Married,Rural,100K - 350K,1,3,"4,699.31"
Z09511,28 - 37,Female,Married,Suburban,< 100K,1,0,0.00
G03623,38 - 60,Male,Married,Urban,> 1M,0.52,3,"1,514.34"
P05610,21 - 27,Male,Married,Rural,100K - 350K,1,1,"6,301.49"
G03792,> 60,Female,Married,Urban,100K - 350K,1,0,0.00
Z08860,< 21,Female,Not Married,Rural,100K - 350K,1,2,"18,629.72"
Z07984,21 - 27,Male,Not Married,Suburban,351K - 600K,1,1,"1,568.88"
A02297,38 - 60,Female,Un-Married,Suburban,601K - 1M,1,0,0.00
P06478,> 60,Male,Married,Urban,351K - 600K,1,0,0.00
P05515,38 - 60,Female,Un-Married,Suburban,100K - 350K,1,0,0.00
P05267,38 - 60,Female,Married,Urban,601K - 1M,0.38,1,"8,488.93"
P06307,38 - 60,Male,Married,Urban,601K - 1M,1,0,0.00
P07068,38 - 60,Female,Un-Married,Suburban,100K - 350K,0.38,0,0.00
A00379,21 - 27,Female,Married,Urban,351K - 600K,1,2,"1,446.33"
G04660,21 - 27,Male,Un-Married,Suburban,100K - 350K,1,1,"3,431.36"
P06124,> 60,Male,Un-Married,Urban,601K - 1M,1,2,"4,803.28"
G03513,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
G03400,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,1,"1,440.75"
Z08128,28 - 37,Male,Un-Married,Urban,351K - 600K,0.12,1,"1,150.10"
G02519,38 - 60,Male,Not Married,Suburban,351K - 600K,1,3,"7,387.03"
G03067,> 60,Male,Married,Suburban,100K - 350K,1,1,"2,272.21"
P06835,21 - 27,Female,Un-Married,Urban,100K - 350K,1,1,"3,027.30"
Z09253,28 - 37,Female,Not Married,Urban,< 100K,1,3,"30,777.07"
P06881,21 - 27,Male,Married,Suburban,351K - 600K,1,2,"5,951.51"
P05649,28 - 37,Male,Married,Suburban,< 100K,1,2,"4,737.12"
A00752,38 - 60,Female,Un-Married,Urban,< 100K,1,0,0.00
G02727,28 - 37,Female,Not Married,Urban,100K - 350K,1,2,"7,047.05"
A00860,38 - 60,Female,Not Married,Urban,> 1M,0.79,0,0.00
A00991,28 - 37,Male,Married,Urban,351K - 600K,1,1,"2,504.03"
G04083,28 - 37,Female,Not Married,Urban,601K - 1M,1,1,"2,967.38"
P05367,38 - 60,Female,Married,Urban,100K - 350K,1,1,"9,424.29"
P06607,38 - 60,Male,Not Married,Suburban,100K - 350K,1,1,"6,360.51"
P05902,38 - 60,Female,Not Married,Rural,100K - 350K,0.47,0,0.00
G02726,38 - 60,Female,Not Married,Rural,100K - 350K,1,0,0.00
Z07555,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,4,"10,091.44"
Z09552,21 - 27,Male,Married,Suburban,601K - 1M,1,3,"9,843.89"
A02011,> 60,Male,Married,Urban,601K - 1M,1,0,0.00
A01169,28 - 37,Female,Un-Married,Urban,100K - 350K,0.9,1,"8,265.12"
G04011,21 - 27,Female,Un-Married,Urban,100K - 350K,1,2,"6,455.21"
A00819,28 - 37,Male,Married,Suburban,100K - 350K,1,3,"3,478.25"
A02343,21 - 27,Female,Not Married,Suburban,351K - 600K,1,5,"11,363.60"
P07100,21 - 27,Female,Married,Suburban,351K - 600K,1,2,"2,486.53"
P06470,38 - 60,Male,Married,Urban,100K - 350K,1,1,538.18
G03254,28 - 37,Male,Not Married,Urban,> 1M,1,2,"2,511.59"
G03532,21 - 27,Female,Not Married,Urban,351K - 600K,1,1,767.77
P06001,28 - 37,Male,Married,Suburban,351K - 600K,1,2,"4,081.61"
P06819,38 - 60,Female,Not Married,Urban,601K - 1M,1,0,0.00
P06715,< 21,Female,Married,Suburban,351K - 600K,1,1,"1,028.93"
G03415,28 - 37,Male,Not Married,Suburban,601K - 1M,1,5,"6,204.35"
A01167,21 - 27,Female,Married,Suburban,351K - 600K,1,0,0.00
P05573,38 - 60,Male,Married,Rural,351K - 600K,1,2,"7,009.33"
A02155,21 - 27,Female,Not Married,Suburban,< 100K,1,4,"20,640.65"
Z09245,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,"2,274.73"
A01224,28 - 37,Female,Married,Suburban,351K - 600K,1,2,"5,505.07"
P05460,21 - 27,Female,Not Married,Suburban,< 100K,1,1,"6,934.65"
Z09269,> 60,Female,Married,Urban,351K - 600K,1,2,"7,105.64"
P05117,> 60,Male,Un-Married,Urban,351K - 600K,1,2,"1,377.26"
