,target,MSTATUS,CAR_TYPE,REVOKED,URBANICITY,CAR_AGE,MVR_PTS,TIF,TRAVTIME,CLM_COUNT,EXPOSURE
352,0,Yes,Panel Truck,No,Highly Urban/ Urban,11.0,2,3,28,0,1.0
354,0,No,Minivan,No,Highly Urban/ Urban,15.0,0,7,45,0,1.0
355,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,3,1,32,0,1.0
356,0,No,SUV,No,Highly Urban/ Urban,15.0,0,8,45,0,1.0
357,0,No,SUV,No,Highly Rural/ Rural,7.0,0,1,17,0,0.864
358,0,Yes,SUV,Yes,Highly Rural/ Rural,11.0,1,6,56,0,1.0
359,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,6,18,0,1.0
360,1,Yes,Pickup,No,Highly Urban/ Urban,3.0,0,7,11,3,0.708
361,1,No,Minivan,Yes,Highly Urban/ Urban,1.0,2,1,31,4,0.888
362,1,No,Sports Car,No,Highly Urban/ Urban,10.0,0,1,16,3,1.0
363,0,No,Minivan,No,Highly Urban/ Urban,11.0,0,10,21,0,1.0
364,0,Yes,SUV,Yes,Highly Urban/ Urban,5.0,0,6,5,0,1.0
365,0,No,Minivan,No,Highly Urban/ Urban,7.0,4,6,36,0,1.0
366,1,No,SUV,No,Highly Urban/ Urban,8.0,5,4,7,3,1.0
367,0,Yes,Pickup,No,Highly Urban/ Urban,10.0,0,4,22,0,1.0
368,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,3,6,23,0,1.0
369,0,Yes,SUV,No,Highly Rural/ Rural,1.0,0,10,20,0,1.0
370,1,Yes,Van,No,Highly Urban/ Urban,1.0,7,4,5,4,0.357
371,1,Yes,Sports Car,No,Highly Urban/ Urban,6.0,6,7,54,2,1.0
372,0,No,Panel Truck,No,Highly Urban/ Urban,23.0,6,1,52,0,1.0
373,0,No,SUV,No,Highly Urban/ Urban,18.0,0,17,32,0,1.0
375,1,Yes,Pickup,No,Highly Urban/ Urban,10.0,6,4,56,4,0.231
376,1,No,Sports Car,No,Highly Urban/ Urban,1.0,5,1,37,3,1.0
377,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,10,38,0,1.0
378,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,0,13,37,0,1.0
379,1,No,SUV,No,Highly Urban/ Urban,13.0,0,1,51,3,0.696
380,0,Yes,Minivan,Yes,Highly Rural/ Rural,1.0,0,3,47,0,1.0
381,0,Yes,Sports Car,No,Highly Urban/ Urban,13.0,3,10,39,0,1.0
382,0,Yes,Van,No,Highly Urban/ Urban,13.0,2,1,35,0,1.0
383,0,No,SUV,No,Highly Urban/ Urban,15.0,4,4,17,0,1.0
384,1,No,SUV,No,Highly Urban/ Urban,1.0,1,4,41,3,1.0
386,1,Yes,Sports Car,No,Highly Urban/ Urban,14.0,5,6,11,2,0.057
387,0,Yes,SUV,No,Highly Urban/ Urban,8.0,3,1,44,0,1.0
388,1,Yes,Pickup,No,Highly Urban/ Urban,9.0,2,10,14,2,1.0
389,0,Yes,SUV,No,Highly Urban/ Urban,1.0,9,10,48,0,0.429
390,1,No,Panel Truck,No,Highly Urban/ Urban,13.0,1,13,41,1,0.852
391,1,Yes,Sports Car,No,Highly Urban/ Urban,6.0,5,1,10,4,1.0
392,1,Yes,Pickup,Yes,Highly Urban/ Urban,10.0,0,13,45,3,0.783
393,0,No,Sports Car,Yes,Highly Urban/ Urban,18.0,2,16,5,0,1.0
394,0,Yes,SUV,No,Highly Urban/ Urban,15.0,0,10,51,0,1.0
395,0,No,Minivan,No,Highly Urban/ Urban,18.0,3,6,47,0,1.0
396,0,No,Panel Truck,No,Highly Rural/ Rural,8.0,2,10,36,0,1.0
397,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,34,1,0.399
398,1,No,Panel Truck,No,Highly Urban/ Urban,1.0,1,9,41,4,0.111
399,0,No,Pickup,No,Highly Rural/ Rural,8.0,3,6,22,0,0.696
400,0,No,SUV,No,Highly Urban/ Urban,9.0,2,1,38,0,1.0
401,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,11,52,0,1.0
402,0,Yes,SUV,No,Highly Rural/ Rural,1.0,0,7,40,0,1.0
403,0,No,Minivan,No,Highly Urban/ Urban,7.0,0,13,28,0,1.0
404,0,No,SUV,No,Highly Urban/ Urban,10.0,4,4,45,0,1.0
405,0,Yes,SUV,No,Highly Rural/ Rural,9.0,0,1,22,0,1.0
406,0,Yes,Sports Car,No,Highly Urban/ Urban,15.0,1,4,62,0,1.0
407,0,Yes,SUV,No,Highly Urban/ Urban,1.0,2,6,30,0,1.0
408,0,Yes,Pickup,No,Highly Urban/ Urban,15.0,0,6,70,0,1.0
409,0,Yes,SUV,No,Highly Urban/ Urban,6.0,0,1,37,0,1.0
410,0,Yes,Pickup,No,Highly Rural/ Rural,14.0,2,8,5,0,1.0
411,1,No,SUV,No,Highly Urban/ Urban,1.0,3,1,27,2,1.0
412,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,1,30,0,0.453
413,1,No,Panel Truck,Yes,Highly Urban/ Urban,1.0,5,4,36,3,0.042
414,0,No,Minivan,No,Highly Urban/ Urban,14.0,0,1,52,0,1.0
415,1,No,Minivan,No,Highly Urban/ Urban,11.0,1,6,13,4,1.0
416,1,No,Minivan,No,Highly Urban/ Urban,7.0,0,4,32,1,0.402
417,0,No,Pickup,No,Highly Rural/ Rural,1.0,0,12,40,0,0.834
418,1,No,SUV,No,Highly Urban/ Urban,1.0,3,3,18,5,0.495
419,0,Yes,Pickup,No,Highly Urban/ Urban,9.0,3,4,35,0,1.0
420,1,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,6,1,31,2,0.351
421,1,Yes,SUV,Yes,Highly Urban/ Urban,1.0,1,18,20,5,1.0
422,0,Yes,Minivan,No,Highly Rural/ Rural,9.0,0,6,36,0,1.0
425,1,No,Panel Truck,No,Highly Urban/ Urban,9.0,6,3,38,6,1.0
426,0,Yes,Minivan,No,Highly Urban/ Urban,15.0,0,10,21,0,1.0
427,0,No,SUV,No,Highly Urban/ Urban,9.0,5,4,19,0,1.0
428,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,2,6,30,5,1.0
429,1,No,Van,No,Highly Urban/ Urban,15.0,4,7,37,2,1.0
430,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,10,17,0,0.885
431,0,No,Van,No,Highly Urban/ Urban,7.0,0,11,47,0,1.0
433,0,Yes,Van,No,Highly Rural/ Rural,1.0,1,10,65,0,1.0
434,1,Yes,Sports Car,No,Highly Urban/ Urban,5.0,3,1,30,1,0.489
435,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,1,3,42,0,0.093
436,1,Yes,Pickup,No,Highly Urban/ Urban,6.0,7,1,63,3,1.0
437,0,Yes,SUV,No,Highly Rural/ Rural,10.0,0,1,25,0,1.0
438,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,7,4,45,4,0.612
439,1,Yes,Pickup,Yes,Highly Urban/ Urban,4.0,0,10,27,4,0.453
440,0,Yes,SUV,No,Highly Rural/ Rural,10.0,0,4,20,0,1.0
441,1,Yes,Minivan,No,Highly Urban/ Urban,6.0,3,1,57,4,0.945
442,1,No,Sports Car,No,Highly Urban/ Urban,1.0,0,6,67,3,1.0
443,0,Yes,Minivan,No,Highly Urban/ Urban,5.0,1,10,47,0,1.0
444,0,No,Pickup,No,Highly Urban/ Urban,1.0,4,18,22,0,0.009
445,0,No,Pickup,No,Highly Rural/ Rural,5.0,0,6,19,0,1.0
446,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,1,7,37,0,1.0
447,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,12,5,0,1.0
448,1,No,Sports Car,No,Highly Urban/ Urban,19.0,0,10,46,7,0.705
449,1,Yes,Van,No,Highly Urban/ Urban,6.0,6,1,29,4,1.0
451,0,No,Pickup,No,Highly Urban/ Urban,14.0,0,10,26,0,1.0
452,0,Yes,Van,Yes,Highly Urban/ Urban,7.0,0,3,11,0,1.0
454,0,Yes,SUV,No,Highly Rural/ Rural,1.0,1,5,25,0,1.0
455,0,Yes,Minivan,No,Highly Rural/ Rural,7.0,1,9,25,0,1.0
456,0,Yes,SUV,No,Highly Rural/ Rural,6.0,0,4,37,0,1.0
457,0,Yes,Panel Truck,No,Highly Urban/ Urban,20.0,0,1,35,0,1.0
458,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,3,6,39,0,1.0
459,0,Yes,SUV,No,Highly Urban/ Urban,6.0,2,6,5,0,1.0
460,0,Yes,Minivan,No,Highly Rural/ Rural,8.0,5,6,39,0,1.0
461,0,No,Pickup,Yes,Highly Rural/ Rural,9.0,1,4,21,1,1.0
462,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,1,6,28,0,1.0
463,1,No,Pickup,No,Highly Urban/ Urban,18.0,0,6,42,2,0.672
464,0,Yes,Minivan,No,Highly Urban/ Urban,16.0,0,4,35,0,0.483
465,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,8,1,16,4,0.435
466,0,Yes,SUV,No,Highly Urban/ Urban,6.0,0,7,10,0,1.0
467,0,No,SUV,No,Highly Rural/ Rural,5.0,4,10,59,0,1.0
468,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,8,6,32,3,1.0
469,0,No,Van,Yes,Highly Urban/ Urban,6.0,2,10,20,0,1.0
470,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,0,4,21,0,0.753
472,0,Yes,Van,No,Highly Urban/ Urban,13.0,0,1,22,0,1.0
473,0,Yes,Van,Yes,Highly Urban/ Urban,9.0,4,14,37,0,1.0
474,1,Yes,Pickup,Yes,Highly Urban/ Urban,8.0,2,7,37,6,0.42
475,0,Yes,Sports Car,No,Highly Rural/ Rural,1.0,2,7,58,0,1.0
476,0,No,Pickup,No,Highly Urban/ Urban,1.0,0,10,46,0,0.078
477,0,Yes,Panel Truck,No,Highly Urban/ Urban,22.0,0,11,19,0,1.0
478,0,Yes,SUV,No,Highly Urban/ Urban,12.0,2,1,51,0,1.0
479,0,No,Minivan,No,Highly Urban/ Urban,17.0,2,4,43,0,0.264
480,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,7,27,0,1.0
481,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,1,11,40,0,1.0
482,0,No,SUV,No,Highly Urban/ Urban,1.0,4,11,53,0,1.0
483,0,No,Sports Car,Yes,Highly Urban/ Urban,16.0,0,1,42,0,0.816
484,0,No,SUV,No,Highly Rural/ Rural,7.0,1,4,29,0,0.162
485,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,1,49,0,0.831
486,1,Yes,SUV,Yes,Highly Urban/ Urban,11.0,2,1,19,4,1.0
487,1,Yes,SUV,No,Highly Urban/ Urban,8.0,4,1,47,2,1.0
488,1,Yes,Van,No,Highly Urban/ Urban,7.0,5,1,37,3,1.0
489,0,Yes,Pickup,No,Highly Urban/ Urban,8.0,0,1,35,0,0.327
491,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,1,1,30,0,0.06
492,0,Yes,Van,No,Highly Rural/ Rural,8.0,1,4,22,0,1.0
493,1,Yes,Sports Car,Yes,Highly Urban/ Urban,1.0,6,7,25,3,0.522
494,0,No,SUV,No,Highly Rural/ Rural,7.0,1,1,35,0,1.0
495,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,3,1,35,4,1.0
496,0,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,1,1,39,0,1.0
497,0,Yes,Van,No,Highly Urban/ Urban,10.0,0,1,33,0,0.426
498,0,Yes,SUV,No,Highly Rural/ Rural,7.0,0,6,24,0,1.0
499,1,Yes,SUV,No,Highly Urban/ Urban,7.0,1,14,52,3,0.984
501,0,Yes,SUV,No,Highly Urban/ Urban,13.0,2,10,34,0,1.0
502,0,Yes,Minivan,No,Highly Rural/ Rural,11.0,0,1,31,0,0.834
503,0,No,Sports Car,No,Highly Urban/ Urban,1.0,0,1,5,0,1.0
504,1,No,Van,No,Highly Urban/ Urban,17.0,2,9,28,2,0.291
505,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,1,45,0,1.0
506,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,10,5,0,1.0
507,0,Yes,SUV,No,Highly Rural/ Rural,13.0,0,6,36,0,1.0
508,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,0,7,26,0,1.0
509,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,0,6,32,0,1.0
510,0,Yes,Panel Truck,Yes,Highly Urban/ Urban,12.0,1,10,36,0,1.0
511,0,Yes,SUV,No,Highly Urban/ Urban,11.0,3,4,57,0,0.693
512,0,Yes,SUV,No,Highly Urban/ Urban,6.0,0,1,32,0,1.0
514,0,Yes,Minivan,No,Highly Urban/ Urban,5.0,1,14,23,0,1.0
515,0,Yes,SUV,No,Highly Rural/ Rural,13.0,4,1,37,0,1.0
516,0,Yes,Pickup,Yes,Highly Urban/ Urban,11.0,4,16,36,0,1.0
517,0,Yes,Van,No,Highly Urban/ Urban,14.0,0,4,35,0,1.0
518,0,No,Van,No,Highly Urban/ Urban,1.0,0,4,22,0,1.0
519,1,No,Sports Car,Yes,Highly Urban/ Urban,7.0,1,10,25,4,1.0
520,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,5,4,37,0,1.0
521,1,No,Van,Yes,Highly Urban/ Urban,8.0,3,6,21,3,0.084
522,0,No,Van,No,Highly Urban/ Urban,10.0,6,1,42,0,1.0
523,0,No,Pickup,No,Highly Urban/ Urban,1.0,2,1,53,0,1.0
524,0,Yes,Pickup,No,Highly Rural/ Rural,9.0,0,4,33,0,1.0
525,0,No,Sports Car,No,Highly Urban/ Urban,13.0,6,4,32,0,0.894
526,0,No,Minivan,No,Highly Urban/ Urban,16.0,0,1,21,0,1.0
527,0,Yes,SUV,No,Highly Urban/ Urban,15.0,1,9,47,0,1.0
528,0,Yes,Minivan,No,Highly Urban/ Urban,17.0,4,1,47,0,1.0
529,0,Yes,Minivan,No,Highly Urban/ Urban,2.0,2,4,30,0,1.0
530,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,5,9,30,0,1.0
531,1,No,SUV,No,Highly Urban/ Urban,11.0,1,11,30,2,1.0
532,1,No,Sports Car,No,Highly Rural/ Rural,10.0,2,1,26,2,0.492
533,0,Yes,SUV,No,Highly Urban/ Urban,7.0,1,1,32,0,1.0
535,0,Yes,Minivan,No,Highly Urban/ Urban,16.0,0,10,32,0,0.276
536,0,No,SUV,No,Highly Urban/ Urban,10.0,0,10,30,0,1.0
537,0,No,SUV,No,Highly Rural/ Rural,10.0,6,9,36,0,1.0
538,1,Yes,SUV,No,Highly Urban/ Urban,8.0,0,6,35,2,1.0
540,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,37,0,1.0
541,1,Yes,Pickup,No,Highly Urban/ Urban,11.0,8,1,57,2,0.654
542,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,1,29,2,0.717
543,0,Yes,SUV,No,Highly Urban/ Urban,10.0,4,10,21,0,0.87
544,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,1,1,32,0,0.873
545,0,Yes,Pickup,No,Highly Urban/ Urban,6.0,0,7,34,0,1.0
546,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,1,4,48,0,0.3
547,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,2,1,15,2,1.0
548,0,No,Minivan,No,Highly Urban/ Urban,7.0,0,10,6,0,0.204
549,0,Yes,Sports Car,No,Highly Rural/ Rural,3.0,0,5,36,0,1.0
550,1,No,Pickup,No,Highly Urban/ Urban,8.0,0,1,24,2,0.705
551,1,No,Van,No,Highly Urban/ Urban,5.0,0,1,22,3,0.774
552,0,Yes,Pickup,No,Highly Urban/ Urban,8.0,0,1,58,0,1.0
553,0,No,Pickup,No,Highly Urban/ Urban,4.0,0,10,22,0,0.999
554,0,Yes,Minivan,No,Highly Rural/ Rural,14.0,5,5,33,0,1.0
555,0,No,Pickup,No,Highly Rural/ Rural,7.0,1,10,27,0,1.0
556,1,No,SUV,No,Highly Urban/ Urban,6.0,3,4,24,2,0.123
557,1,No,Sports Car,No,Highly Urban/ Urban,1.0,0,1,29,4,1.0
558,1,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,10,32,3,0.861
559,1,No,SUV,Yes,Highly Urban/ Urban,1.0,0,1,27,4,0.696
560,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,2,11,8,2,0.369
561,0,No,Pickup,No,Highly Urban/ Urban,8.0,1,6,48,0,0.786
562,0,Yes,SUV,No,Highly Rural/ Rural,9.0,0,1,41,0,1.0
563,0,Yes,SUV,No,Highly Urban/ Urban,6.0,0,3,24,0,1.0
564,0,Yes,SUV,No,Highly Urban/ Urban,12.0,0,4,29,0,0.426
565,0,No,Minivan,No,Highly Rural/ Rural,11.0,2,4,34,0,1.0
566,0,No,Minivan,No,Highly Urban/ Urban,8.0,0,10,17,0,1.0
567,1,Yes,Van,No,Highly Urban/ Urban,8.0,2,1,39,5,1.0
568,1,Yes,SUV,No,Highly Urban/ Urban,1.0,5,17,5,2,1.0
569,0,No,Minivan,No,Highly Rural/ Rural,17.0,4,4,40,0,1.0
570,0,Yes,Pickup,Yes,Highly Urban/ Urban,7.0,0,1,23,0,1.0
572,0,Yes,SUV,No,Highly Urban/ Urban,11.0,4,13,28,0,1.0
573,1,Yes,SUV,No,Highly Urban/ Urban,1.0,3,1,22,3,1.0
574,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,4,25,0,1.0
575,1,Yes,Panel Truck,Yes,Highly Urban/ Urban,9.0,4,6,52,2,0.81
576,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,4,32,0,1.0
577,0,No,SUV,No,Highly Urban/ Urban,8.0,2,1,32,0,1.0
578,0,Yes,Sports Car,No,Highly Rural/ Rural,1.0,0,1,20,0,1.0
579,0,No,Minivan,No,Highly Rural/ Rural,5.0,3,1,29,0,0.279
580,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,1,35,0,1.0
581,0,Yes,Minivan,No,Highly Rural/ Rural,8.0,0,6,29,0,1.0
582,0,Yes,SUV,No,Highly Urban/ Urban,13.0,2,14,34,0,1.0
583,1,Yes,Pickup,No,Highly Urban/ Urban,11.0,0,17,44,2,1.0
584,0,Yes,SUV,No,Highly Urban/ Urban,7.0,0,6,41,0,0.462
585,1,No,Sports Car,Yes,Highly Urban/ Urban,8.0,1,1,56,4,0.537
586,0,Yes,SUV,No,Highly Urban/ Urban,9.0,0,4,17,0,0.522
587,1,No,Pickup,No,Highly Urban/ Urban,3.0,1,10,13,3,1.0
588,0,No,Minivan,No,Highly Urban/ Urban,6.0,2,10,31,0,0.561
589,0,No,Pickup,No,Highly Urban/ Urban,14.0,0,6,45,0,1.0
590,1,Yes,Pickup,Yes,Highly Rural/ Rural,1.0,0,7,35,2,0.099
591,1,No,Minivan,No,Highly Urban/ Urban,5.0,3,6,36,2,1.0
592,0,No,Panel Truck,No,Highly Urban/ Urban,12.0,3,9,19,0,1.0
593,0,Yes,SUV,Yes,Highly Rural/ Rural,12.0,2,10,52,0,0.792
594,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,3,7,65,0,1.0
595,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,7,4,48,2,1.0
596,0,No,Pickup,No,Highly Urban/ Urban,17.0,0,1,22,0,0.249
597,1,Yes,Minivan,Yes,Highly Urban/ Urban,9.0,1,4,28,3,0.576
598,0,No,SUV,No,Highly Urban/ Urban,9.0,0,1,14,0,1.0
599,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,0,1,11,0,1.0
600,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,8,4,29,0,1.0
601,0,No,Sports Car,No,Highly Rural/ Rural,8.0,0,1,53,0,0.567
602,0,Yes,SUV,No,Highly Rural/ Rural,18.0,2,6,56,0,0.252
603,0,Yes,Minivan,Yes,Highly Urban/ Urban,8.0,1,1,41,0,1.0
604,1,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,5,1,29,3,1.0
605,1,Yes,Sports Car,No,Highly Urban/ Urban,7.0,2,4,31,2,0.729
606,0,No,Pickup,Yes,Highly Urban/ Urban,1.0,6,10,29,0,1.0
607,1,No,Panel Truck,Yes,Highly Urban/ Urban,10.0,3,1,21,3,1.0
608,0,Yes,SUV,No,Highly Urban/ Urban,6.0,2,6,72,0,1.0
609,0,No,Panel Truck,No,Highly Urban/ Urban,18.0,1,1,13,0,0.084
611,0,Yes,SUV,No,Highly Urban/ Urban,9.0,0,1,5,0,1.0
612,0,Yes,Minivan,Yes,Highly Urban/ Urban,1.0,0,13,42,0,1.0
613,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,1,1,65,0,1.0
614,1,No,Pickup,No,Highly Urban/ Urban,1.0,2,4,27,4,0.441
615,0,No,Sports Car,No,Highly Rural/ Rural,13.0,1,16,59,0,1.0
616,0,No,SUV,Yes,Highly Urban/ Urban,9.0,0,9,22,0,1.0
617,0,Yes,SUV,No,Highly Urban/ Urban,12.0,2,6,5,0,0.081
618,1,No,SUV,No,Highly Urban/ Urban,1.0,3,10,27,2,0.222
619,0,Yes,SUV,No,Highly Urban/ Urban,1.0,2,1,41,0,1.0
620,0,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,3,3,5,0,1.0
621,1,No,SUV,No,Highly Urban/ Urban,8.0,1,1,34,3,1.0
622,1,No,Sports Car,Yes,Highly Urban/ Urban,1.0,2,4,23,3,0.681
623,0,No,Minivan,No,Highly Urban/ Urban,10.0,1,4,42,0,1.0
624,0,No,Minivan,No,Highly Urban/ Urban,18.0,0,1,47,0,1.0
625,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,2,9,57,0,0.318
626,0,Yes,Sports Car,No,Highly Rural/ Rural,7.0,0,1,46,0,1.0
627,0,No,Panel Truck,No,Highly Urban/ Urban,6.0,2,6,25,0,1.0
628,0,Yes,Pickup,No,Highly Urban/ Urban,14.0,2,10,20,0,1.0
629,0,Yes,Van,No,Highly Urban/ Urban,10.0,2,4,40,0,0.288
630,0,Yes,Panel Truck,No,Highly Urban/ Urban,9.0,0,9,25,0,1.0
631,0,Yes,SUV,No,Highly Rural/ Rural,6.0,0,10,12,0,1.0
632,1,No,SUV,No,Highly Urban/ Urban,13.0,6,1,15,3,0.234
633,1,Yes,Minivan,No,Highly Urban/ Urban,5.0,2,1,42,1,0.243
634,0,Yes,Minivan,No,Highly Rural/ Rural,9.0,2,4,36,0,0.495
635,1,Yes,Van,Yes,Highly Urban/ Urban,10.0,2,1,41,3,0.924
636,0,No,Van,No,Highly Urban/ Urban,23.0,4,4,5,0,1.0
637,0,Yes,Pickup,No,Highly Urban/ Urban,5.0,0,1,38,0,1.0
638,0,Yes,Sports Car,No,Highly Rural/ Rural,6.0,0,6,43,0,0.417
640,0,No,Sports Car,No,Highly Rural/ Rural,7.0,2,1,44,0,0.153
641,0,No,Sports Car,No,Highly Urban/ Urban,8.0,0,10,67,0,1.0
642,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,2,3,24,0,1.0
643,0,Yes,Pickup,No,Highly Urban/ Urban,8.0,0,3,36,0,1.0
644,1,Yes,Sports Car,No,Highly Urban/ Urban,6.0,0,7,41,4,1.0
645,0,Yes,Panel Truck,No,Highly Urban/ Urban,16.0,0,1,26,0,0.117
646,0,Yes,SUV,No,Highly Urban/ Urban,11.0,3,4,52,0,1.0
647,1,No,Pickup,No,Highly Urban/ Urban,1.0,0,4,23,2,0.492
648,0,No,Minivan,No,Highly Urban/ Urban,7.0,0,13,7,0,1.0
650,0,Yes,Sports Car,No,Highly Urban/ Urban,6.0,1,10,49,0,1.0
651,1,No,Sports Car,No,Highly Urban/ Urban,11.0,0,4,43,4,0.276
652,0,No,SUV,No,Highly Rural/ Rural,8.0,1,11,39,0,1.0
653,0,No,Sports Car,No,Highly Urban/ Urban,10.0,1,4,31,0,1.0
654,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,1,1,16,0,1.0
656,0,No,Pickup,No,Highly Urban/ Urban,20.0,0,6,23,0,1.0
658,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,0,7,79,0,1.0
659,0,No,SUV,No,Highly Urban/ Urban,18.0,1,7,27,0,1.0
660,1,Yes,Panel Truck,No,Highly Urban/ Urban,8.0,0,1,48,4,0.906
661,0,No,Pickup,No,Highly Urban/ Urban,20.0,8,7,12,0,1.0
662,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,5,3,25,0,1.0
663,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,0,1,41,0,1.0
664,0,No,Panel Truck,No,Highly Urban/ Urban,11.0,4,14,14,0,1.0
665,0,No,Van,Yes,Highly Urban/ Urban,9.0,6,3,21,0,0.414
666,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,0,6,53,0,1.0
667,0,No,Sports Car,No,Highly Urban/ Urban,11.0,0,4,19,0,1.0
668,0,Yes,Minivan,No,Highly Rural/ Rural,5.0,0,6,37,0,1.0
669,0,No,SUV,No,Highly Rural/ Rural,10.0,2,1,7,0,0.957
670,1,No,Pickup,No,Highly Urban/ Urban,4.0,2,1,35,4,1.0
671,0,No,Van,No,Highly Urban/ Urban,6.0,3,6,61,1,1.0
672,0,No,SUV,No,Highly Urban/ Urban,7.0,3,6,64,0,1.0
673,0,Yes,SUV,No,Highly Rural/ Rural,1.0,0,11,29,0,1.0
675,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,4,9,53,0,1.0
676,0,No,Sports Car,No,Highly Urban/ Urban,1.0,3,18,23,0,1.0
677,0,Yes,SUV,Yes,Highly Urban/ Urban,20.0,0,10,40,0,1.0
678,0,No,Panel Truck,No,Highly Urban/ Urban,9.0,0,6,42,0,1.0
679,0,Yes,SUV,No,Highly Rural/ Rural,9.0,1,4,76,0,0.948
680,0,No,Van,No,Highly Rural/ Rural,11.0,0,1,37,0,1.0
681,1,No,SUV,No,Highly Urban/ Urban,1.0,2,1,14,2,0.024
682,0,No,SUV,No,Highly Urban/ Urban,9.0,4,6,36,0,1.0
683,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,0,6,45,0,1.0
684,1,No,Sports Car,No,Highly Urban/ Urban,9.0,4,1,42,2,0.807
685,1,Yes,Pickup,No,Highly Urban/ Urban,20.0,0,6,20,3,0.795
686,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,3,28,0,1.0
687,1,Yes,SUV,No,Highly Urban/ Urban,1.0,4,4,42,1,0.225
688,0,No,Minivan,No,Highly Urban/ Urban,1.0,1,1,18,0,1.0
689,1,Yes,Pickup,Yes,Highly Urban/ Urban,14.0,1,1,28,4,1.0
690,0,No,Sports Car,No,Highly Rural/ Rural,3.0,0,6,5,0,1.0
691,1,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,4,7,40,5,1.0
692,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,6,5,38,0,1.0
694,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,3,1,18,0,0.213
695,1,No,SUV,No,Highly Urban/ Urban,16.0,2,1,34,2,1.0
696,1,No,Sports Car,No,Highly Urban/ Urban,20.0,2,6,5,2,0.054
697,1,No,Pickup,No,Highly Urban/ Urban,6.0,8,1,18,2,0.165
698,1,No,Panel Truck,Yes,Highly Urban/ Urban,10.0,1,7,34,2,1.0
699,0,No,Van,No,Highly Rural/ Rural,8.0,0,14,39,0,1.0
700,0,No,SUV,No,Highly Urban/ Urban,4.0,0,14,40,0,1.0
701,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,4,25,0,1.0
